ref_area,indicator,source,sex,classif1,classif2,time,obs_value,obs_status,note_indicator,note_source
CYM,INJ_NFTL_SEX_INJ_MIG_NB,FA:1039,SEX_T,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2008,4,,,
CYM,INJ_NFTL_SEX_INJ_MIG_NB,FA:1039,SEX_T,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2008,1,,,
CYM,INJ_NFTL_SEX_INJ_MIG_NB,FA:1039,SEX_T,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2008,3,,,
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2009,2211,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_TOTAL,MIG_STATUS_NONMIG,2009,1676,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_TOTAL,MIG_STATUS_MIGRANTEU,2009,389,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_TOTAL,MIG_STATUS_MIGRANTNOTEU,2009,141,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_TOTAL,MIG_STATUS_X,2009,5,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2009,6,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_PRM,MIG_STATUS_NONMIG,2009,4,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_PRM,MIG_STATUS_MIGRANTEU,2009,2,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_PRM,MIG_STATUS_MIGRANTNOTEU,2009,0,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_PRM,MIG_STATUS_X,2009,0,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2009,2205,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_TMP,MIG_STATUS_NONMIG,2009,1672,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_TMP,MIG_STATUS_MIGRANTEU,2009,387,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_TMP,MIG_STATUS_MIGRANTNOTEU,2009,141,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_TMP,MIG_STATUS_X,2009,5,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2009,1722,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_TOTAL,MIG_STATUS_NONMIG,2009,1306,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_TOTAL,MIG_STATUS_MIGRANTEU,2009,300,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_TOTAL,MIG_STATUS_MIGRANTNOTEU,2009,116,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_TOTAL,MIG_STATUS_X,2009,0,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2009,4,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_PRM,MIG_STATUS_NONMIG,2009,2,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_PRM,MIG_STATUS_MIGRANTEU,2009,2,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_PRM,MIG_STATUS_MIGRANTNOTEU,2009,0,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_PRM,MIG_STATUS_X,2009,0,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2009,1718,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_TMP,MIG_STATUS_NONMIG,2009,1304,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_TMP,MIG_STATUS_MIGRANTEU,2009,298,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_TMP,MIG_STATUS_MIGRANTNOTEU,2009,116,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_TMP,MIG_STATUS_X,2009,0,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2009,489,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_TOTAL,MIG_STATUS_NONMIG,2009,370,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_TOTAL,MIG_STATUS_MIGRANTEU,2009,89,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_TOTAL,MIG_STATUS_MIGRANTNOTEU,2009,25,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_TOTAL,MIG_STATUS_X,2009,5,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2009,2,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_PRM,MIG_STATUS_NONMIG,2009,2,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_PRM,MIG_STATUS_MIGRANTEU,2009,0,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_PRM,MIG_STATUS_MIGRANTNOTEU,2009,0,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_PRM,MIG_STATUS_X,2009,0,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2009,487,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_TMP,MIG_STATUS_NONMIG,2009,368,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_TMP,MIG_STATUS_MIGRANTEU,2009,89,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_TMP,MIG_STATUS_MIGRANTNOTEU,2009,25,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_TMP,MIG_STATUS_X,2009,5,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2010,2168,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_TOTAL,MIG_STATUS_NONMIG,2010,1638,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_TOTAL,MIG_STATUS_MIGRANTEU,2010,419,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_TOTAL,MIG_STATUS_MIGRANTNOTEU,2010,107,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_TOTAL,MIG_STATUS_X,2010,4,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2010,17,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_PRM,MIG_STATUS_NONMIG,2010,13,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_PRM,MIG_STATUS_MIGRANTEU,2010,2,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_PRM,MIG_STATUS_MIGRANTNOTEU,2010,2,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_PRM,MIG_STATUS_X,2010,0,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2010,2151,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_TMP,MIG_STATUS_NONMIG,2010,1625,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_TMP,MIG_STATUS_MIGRANTEU,2010,417,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_TMP,MIG_STATUS_MIGRANTNOTEU,2010,105,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_TMP,MIG_STATUS_X,2010,4,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2010,1646,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_TOTAL,MIG_STATUS_NONMIG,2010,1249,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_TOTAL,MIG_STATUS_MIGRANTEU,2010,316,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_TOTAL,MIG_STATUS_MIGRANTNOTEU,2010,79,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_TOTAL,MIG_STATUS_X,2010,2,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2010,12,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_PRM,MIG_STATUS_NONMIG,2010,8,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_PRM,MIG_STATUS_MIGRANTEU,2010,2,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_PRM,MIG_STATUS_MIGRANTNOTEU,2010,2,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_PRM,MIG_STATUS_X,2010,0,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2010,1634,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_TMP,MIG_STATUS_NONMIG,2010,1241,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_TMP,MIG_STATUS_MIGRANTEU,2010,314,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_TMP,MIG_STATUS_MIGRANTNOTEU,2010,77,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_TMP,MIG_STATUS_X,2010,2,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2010,522,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_TOTAL,MIG_STATUS_NONMIG,2010,389,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_TOTAL,MIG_STATUS_MIGRANTEU,2010,103,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_TOTAL,MIG_STATUS_MIGRANTNOTEU,2010,28,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_TOTAL,MIG_STATUS_X,2010,2,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2010,5,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_PRM,MIG_STATUS_NONMIG,2010,5,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_PRM,MIG_STATUS_MIGRANTEU,2010,0,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_PRM,MIG_STATUS_MIGRANTNOTEU,2010,0,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_PRM,MIG_STATUS_X,2010,0,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2010,517,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_TMP,MIG_STATUS_NONMIG,2010,384,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_TMP,MIG_STATUS_MIGRANTEU,2010,103,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_TMP,MIG_STATUS_MIGRANTNOTEU,2010,28,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_TMP,MIG_STATUS_X,2010,2,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2011,2008,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_TOTAL,MIG_STATUS_NONMIG,2011,1505,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_TOTAL,MIG_STATUS_MIGRANTEU,2011,408,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_TOTAL,MIG_STATUS_MIGRANTNOTEU,2011,93,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_TOTAL,MIG_STATUS_X,2011,2,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2011,10,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_PRM,MIG_STATUS_NONMIG,2011,8,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_PRM,MIG_STATUS_MIGRANTEU,2011,2,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_PRM,MIG_STATUS_MIGRANTNOTEU,2011,0,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_PRM,MIG_STATUS_X,2011,0,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2011,1998,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_TMP,MIG_STATUS_NONMIG,2011,1497,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_TMP,MIG_STATUS_MIGRANTEU,2011,406,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_TMP,MIG_STATUS_MIGRANTNOTEU,2011,93,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_TMP,MIG_STATUS_X,2011,2,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2011,1547,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_TOTAL,MIG_STATUS_NONMIG,2011,1181,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_TOTAL,MIG_STATUS_MIGRANTEU,2011,295,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_TOTAL,MIG_STATUS_MIGRANTNOTEU,2011,69,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_TOTAL,MIG_STATUS_X,2011,2,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2011,8,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_PRM,MIG_STATUS_NONMIG,2011,6,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_PRM,MIG_STATUS_MIGRANTEU,2011,2,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_PRM,MIG_STATUS_MIGRANTNOTEU,2011,0,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_PRM,MIG_STATUS_X,2011,0,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2011,1539,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_TMP,MIG_STATUS_NONMIG,2011,1175,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_TMP,MIG_STATUS_MIGRANTEU,2011,293,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_TMP,MIG_STATUS_MIGRANTNOTEU,2011,69,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_M,INJ_INCAPACITY_TMP,MIG_STATUS_X,2011,2,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2011,461,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_TOTAL,MIG_STATUS_NONMIG,2011,324,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_TOTAL,MIG_STATUS_MIGRANTEU,2011,113,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_TOTAL,MIG_STATUS_MIGRANTNOTEU,2011,24,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_TOTAL,MIG_STATUS_X,2011,0,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2011,2,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_PRM,MIG_STATUS_NONMIG,2011,2,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_PRM,MIG_STATUS_MIGRANTEU,2011,0,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_PRM,MIG_STATUS_MIGRANTNOTEU,2011,0,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_PRM,MIG_STATUS_X,2011,0,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2011,459,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_TMP,MIG_STATUS_NONMIG,2011,322,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_TMP,MIG_STATUS_MIGRANTEU,2011,113,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_TMP,MIG_STATUS_MIGRANTNOTEU,2011,24,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_F,INJ_INCAPACITY_TMP,MIG_STATUS_X,2011,0,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2012,1734,,T13:149_I3:2920,R1:4005_S9:66
CYP,INJ_NFTL_SEX_INJ_MIG_NB,FF:41,SEX_T,INJ_INCAPACITY_TOTAL,MIG_STATUS_NONMIG,2012,1273,,T13:149_I3:2920,R1:4005_S9:66
