ref_area,indicator,source,classif1,classif2,time,obs_value,obs_status,note_classif,note_indicator,note_source
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_B,1999,0,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_C,1999,0,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_D,1999,21,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_E,1999,1,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_F,1999,27,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_G,1999,15,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_H,1999,8,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_I,1999,20,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_J,1999,0,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_K,1999,11,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_L,1999,5,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_M,1999,8,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_N,1999,20,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_O,1999,14,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_P,1999,1,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_Q,1999,0,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_X,1999,2,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_TOTAL,1999,49674,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_A,1999,1091,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_B,1999,7,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_C,1999,51,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_D,1999,16428,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_E,1999,481,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_F,1999,4960,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_G,1999,3626,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_H,1999,878,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_I,1999,4484,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_J,1999,287,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_K,1999,1778,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_L,1999,2477,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_M,1999,1984,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_N,1999,9372,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_O,1999,1519,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_P,1999,32,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_Q,1999,1,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_X,1999,218,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_AGGREGATE_TOTAL,1999,49835,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_AGGREGATE_TOTAL,1999,161,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_AGGREGATE_TOTAL,1999,49674,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_TOTAL,2000,47835,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_A,2000,882,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_B,2000,14,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_C,2000,46,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_D,2000,15804,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_E,2000,292,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_F,2000,4667,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_G,2000,3630,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_H,2000,749,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_I,2000,4096,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_J,2000,232,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_K,2000,1929,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_L,2000,2828,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_M,2000,1797,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_N,2000,8819,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_O,2000,1614,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_P,2000,31,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_Q,2000,3,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_X,2000,402,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_TOTAL,2000,119,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_A,2000,6,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_B,2000,0,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_C,2000,0,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_D,2000,15,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_E,2000,0,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_F,2000,24,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_G,2000,14,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_H,2000,3,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_I,2000,4,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_J,2000,1,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_K,2000,9,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_L,2000,9,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_M,2000,5,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_N,2000,15,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_O,2000,10,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_P,2000,2,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_Q,2000,0,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_X,2000,2,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_TOTAL,2000,47716,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_A,2000,876,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_B,2000,14,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_C,2000,46,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_D,2000,15789,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_E,2000,292,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_F,2000,4643,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_G,2000,3616,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_H,2000,746,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_I,2000,4092,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_J,2000,231,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_K,2000,1920,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_L,2000,2819,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_M,2000,1792,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_N,2000,8804,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_O,2000,1604,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_P,2000,29,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_Q,2000,3,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_X,2000,400,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_AGGREGATE_TOTAL,2000,47835,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_AGGREGATE_TOTAL,2000,119,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_AGGREGATE_TOTAL,2000,47716,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_TOTAL,2001,43644,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_A,2001,681,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_B,2001,13,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_C,2001,61,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_D,2001,14940,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_E,2001,243,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_F,2001,4041,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_G,2001,3256,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_H,2001,676,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_I,2001,3553,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_J,2001,181,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_K,2001,1737,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_L,2001,2668,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_M,2001,1744,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_N,2001,7830,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_O,2001,1451,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_P,2001,23,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_Q,2001,0,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_ISIC3_X,2001,546,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_TOTAL,2001,84,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_A,2001,4,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_B,2001,0,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_C,2001,0,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_D,2001,8,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_E,2001,1,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_F,2001,11,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_G,2001,11,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_H,2001,3,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_I,2001,9,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_J,2001,0,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_K,2001,9,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_L,2001,4,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_M,2001,3,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_N,2001,14,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_O,2001,5,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_P,2001,1,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_Q,2001,0,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_ISIC3_X,2001,1,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_TOTAL,2001,43560,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_A,2001,677,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_B,2001,13,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_C,2001,61,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_D,2001,14932,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_E,2001,242,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_F,2001,4030,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_G,2001,3245,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_H,2001,673,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_I,2001,3544,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_J,2001,181,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_K,2001,1728,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_L,2001,2664,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_M,2001,1741,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_N,2001,7816,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_O,2001,1446,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_P,2001,22,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_Q,2001,0,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_ISIC3_X,2001,545,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TOTAL,ECO_AGGREGATE_TOTAL,2001,43644,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_PRM,ECO_AGGREGATE_TOTAL,2001,84,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FF:1082,INJ_INCAPACITY_TMP,ECO_AGGREGATE_TOTAL,2001,43560,,,T13:149_T14:157,
DNK,INJ_NFTL_INJ_ECO_NB,FX:3234,INJ_INCAPACITY_TOTAL,ECO_ISIC4_TOTAL,2009,61385,,,T13:149_I3:2920,R1:4005
DNK,INJ_NFTL_INJ_ECO_NB,FX:3234,INJ_INCAPACITY_TOTAL,ECO_ISIC4_A,2009,1110,,,T13:149_I3:2920,R1:4005
DNK,INJ_NFTL_INJ_ECO_NB,FX:3234,INJ_INCAPACITY_TOTAL,ECO_ISIC4_B,2009,80,,,T13:149_I3:2920,R1:4005
DNK,INJ_NFTL_INJ_ECO_NB,FX:3234,INJ_INCAPACITY_TOTAL,ECO_ISIC4_C,2009,10252,,,T13:149_I3:2920,R1:4005
DNK,INJ_NFTL_INJ_ECO_NB,FX:3234,INJ_INCAPACITY_TOTAL,ECO_ISIC4_D,2009,194,,,T13:149_I3:2920,R1:4005
DNK,INJ_NFTL_INJ_ECO_NB,FX:3234,INJ_INCAPACITY_TOTAL,ECO_ISIC4_E,2009,738,,,T13:149_I3:2920,R1:4005
DNK,INJ_NFTL_INJ_ECO_NB,FX:3234,INJ_INCAPACITY_TOTAL,ECO_ISIC4_F,2009,7081,,,T13:149_I3:2920,R1:4005
DNK,INJ_NFTL_INJ_ECO_NB,FX:3234,INJ_INCAPACITY_TOTAL,ECO_ISIC4_G,2009,5931,,,T13:149_I3:2920,R1:4005
DNK,INJ_NFTL_INJ_ECO_NB,FX:3234,INJ_INCAPACITY_TOTAL,ECO_ISIC4_H,2009,6158,,,T13:149_I3:2920,R1:4005
DNK,INJ_NFTL_INJ_ECO_NB,FX:3234,INJ_INCAPACITY_TOTAL,ECO_ISIC4_I,2009,1247,,,T13:149_I3:2920,R1:4005
DNK,INJ_NFTL_INJ_ECO_NB,FX:3234,INJ_INCAPACITY_TOTAL,ECO_ISIC4_J,2009,395,,,T13:149_I3:2920,R1:4005
DNK,INJ_NFTL_INJ_ECO_NB,FX:3234,INJ_INCAPACITY_TOTAL,ECO_ISIC4_K,2009,480,,,T13:149_I3:2920,R1:4005
DNK,INJ_NFTL_INJ_ECO_NB,FX:3234,INJ_INCAPACITY_TOTAL,ECO_ISIC4_L,2009,637,,,T13:149_I3:2920,R1:4005
DNK,INJ_NFTL_INJ_ECO_NB,FX:3234,INJ_INCAPACITY_TOTAL,ECO_ISIC4_M,2009,728,,,T13:149_I3:2920,R1:4005
DNK,INJ_NFTL_INJ_ECO_NB,FX:3234,INJ_INCAPACITY_TOTAL,ECO_ISIC4_N,2009,2774,,,T13:149_I3:2920,R1:4005
DNK,INJ_NFTL_INJ_ECO_NB,FX:3234,INJ_INCAPACITY_TOTAL,ECO_ISIC4_O,2009,4072,,,T13:149_I3:2920,R1:4005
DNK,INJ_NFTL_INJ_ECO_NB,FX:3234,INJ_INCAPACITY_TOTAL,ECO_ISIC4_P,2009,3059,,,T13:149_I3:2920,R1:4005
DNK,INJ_NFTL_INJ_ECO_NB,FX:3234,INJ_INCAPACITY_TOTAL,ECO_ISIC4_Q,2009,13255,,,T13:149_I3:2920,R1:4005
DNK,INJ_NFTL_INJ_ECO_NB,FX:3234,INJ_INCAPACITY_TOTAL,ECO_ISIC4_R,2009,1132,,,T13:149_I3:2920,R1:4005
