ref_area,indicator,source,time,obs_value,note_indicator,note_source
ROU,LAI_VDIN_NOC_RT,FF:441,2012,99.09,,S3:24
ROU,LAI_VDIN_NOC_RT,FF:441,2013,168,,S3:24
ROU,LAI_VDIN_NOC_RT,FF:441,2014,230.25,,S3:24
ROU,LAI_VDIN_NOC_RT,FF:441,2015,111.4,,S3:24
ROU,LAI_VDIN_NOC_RT,FF:441,2016,121.21,,S3:24
ROU,LAI_VDIN_NOC_RT,FF:441,2017,117.1,,S3:24
ROU,LAI_VDIN_NOC_RT,FF:441,2018,113.26,,S3:24
ROU,LAI_VDIN_NOC_RT,FF:441,2019,112.71,,S3:24
SAU,LAI_VDIN_NOC_RT,DA:3115,2016,300,,S7:57_S6:359
SAU,LAI_VDIN_NOC_RT,DA:3115,2017,257,,S7:57_S6:359
SAU,LAI_VDIN_NOC_RT,DA:3115,2018,442,,S7:57_S6:359
SGP,LAI_VDIN_NOC_RT,FX:210,2009,14.86,,S3:24
SGP,LAI_VDIN_NOC_RT,FX:210,2010,57,,S3:24
SGP,LAI_VDIN_NOC_RT,FX:210,2011,100,,S3:24
SGP,LAI_VDIN_NOC_RT,FX:210,2012,127,,S3:24
SGP,LAI_VDIN_NOC_RT,FX:210,2013,132,,S3:24
SGP,LAI_VDIN_NOC_RT,FX:210,2014,104,,S3:24
SGP,LAI_VDIN_NOC_RT,FX:210,2015,122,,S3:24
SGP,LAI_VDIN_NOC_RT,FX:210,2016,125,,S3:24
SGP,LAI_VDIN_NOC_RT,FX:210,2017,122,,S3:24
SGP,LAI_VDIN_NOC_RT,FX:210,2018,119,,S3:24
SGP,LAI_VDIN_NOC_RT,FX:210,2019,104,,S3:24
SLV,LAI_VDIN_NOC_RT,CA:160,2009,0.19,,S3:24
SLV,LAI_VDIN_NOC_RT,CA:160,2010,0.12,,S3:24
SLV,LAI_VDIN_NOC_RT,CA:160,2011,0.15,,S3:24
SLV,LAI_VDIN_NOC_RT,CA:160,2014,309.27,,S3:17
SLV,LAI_VDIN_NOC_RT,CA:160,2015,236.87,,S3:17
SLV,LAI_VDIN_NOC_RT,CA:160,2016,241.06,,S3:17
SLV,LAI_VDIN_NOC_RT,CA:160,2017,261.14,,S3:17
SLV,LAI_VDIN_NOC_RT,CA:160,2018,263.9,,S3:17
SVK,LAI_VDIN_NOC_RT,FF:400,2009,113.98,,S3:24
SVK,LAI_VDIN_NOC_RT,FF:400,2010,133.75,,S3:24
SVK,LAI_VDIN_NOC_RT,FF:400,2011,263.93,,S3:24
SVK,LAI_VDIN_NOC_RT,FF:400,2012,244.95,,S3:24
SVK,LAI_VDIN_NOC_RT,FF:400,2013,295.28,,S3:24
SVK,LAI_VDIN_NOC_RT,FF:400,2015,206.36,,S3:24
SVK,LAI_VDIN_NOC_RT,FF:400,2017,172,,S3:24
SVK,LAI_VDIN_NOC_RT,FF:400,2018,214,,S3:24
SVN,LAI_VDIN_NOC_RT,FF:452,2009,213.02,,S3:24
SVN,LAI_VDIN_NOC_RT,FF:452,2010,224.56,,S3:24
SVN,LAI_VDIN_NOC_RT,FF:452,2011,212.15,,S3:24
SVN,LAI_VDIN_NOC_RT,FF:452,2012,212.03,,S3:24
SVN,LAI_VDIN_NOC_RT,FF:452,2013,185.54,I11:264,S3:24
SVN,LAI_VDIN_NOC_RT,FF:452,2014,225,,S3:24
SVN,LAI_VDIN_NOC_RT,FF:452,2015,218.9,,S3:24
SVN,LAI_VDIN_NOC_RT,FF:452,2016,199.6,,S3:24
SVN,LAI_VDIN_NOC_RT,FF:452,2017,198.7,,S3:24
SVN,LAI_VDIN_NOC_RT,FF:452,2018,170.1,,S9:259
SVN,LAI_VDIN_NOC_RT,FF:452,2019,163.6,,S9:259
SWE,LAI_VDIN_NOC_RT,FX:2533,2013,135,,
SWE,LAI_VDIN_NOC_RT,FX:2533,2014,110,,
SWE,LAI_VDIN_NOC_RT,FX:2533,2017,73.6,,
SWE,LAI_VDIN_NOC_RT,FX:2533,2018,91,,
SYC,LAI_VDIN_NOC_RT,FB:2547,2011,54.33,,S3:24
SYC,LAI_VDIN_NOC_RT,FB:2547,2012,172.5,,S3:24
SYC,LAI_VDIN_NOC_RT,FB:2547,2018,35,,S3:24
THA,LAI_VDIN_NOC_RT,FX:663,2015,1.12,,S3:24
THA,LAI_VDIN_NOC_RT,FX:663,2016,1.03,,S3:24
THA,LAI_VDIN_NOC_RT,FX:663,2017,17.78,,S3:24
THA,LAI_VDIN_NOC_RT,FX:663,2018,37,,S3:24
THA,LAI_VDIN_NOC_RT,FX:663,2019,1,,S3:24
TTO,LAI_VDIN_NOC_RT,FF:554,2013,79,,S3:24
TTO,LAI_VDIN_NOC_RT,FF:554,2014,71,,S3:24
TUR,LAI_VDIN_NOC_RT,FF:508,2009,85.9,,S5:38
TUR,LAI_VDIN_NOC_RT,FF:508,2010,72.37,,S5:38
TUR,LAI_VDIN_NOC_RT,FF:508,2011,17.69,,
TUR,LAI_VDIN_NOC_RT,FF:508,2012,12.01,,
TUR,LAI_VDIN_NOC_RT,FF:508,2013,32.9,,
TUR,LAI_VDIN_NOC_RT,FF:508,2015,24.98,,
TUR,LAI_VDIN_NOC_RT,FF:508,2017,24.88,,
TUR,LAI_VDIN_NOC_RT,FF:508,2019,10.54,,
UKR,LAI_VDIN_NOC_RT,EB:7339,2013,69,,
UKR,LAI_VDIN_NOC_RT,EB:7339,2014,36.1,,
UKR,LAI_VDIN_NOC_RT,EB:7339,2015,16.3,,
UKR,LAI_VDIN_NOC_RT,EB:7339,2017,25,,S4:34
UKR,LAI_VDIN_NOC_RT,EB:7339,2018,22,,S4:34
UKR,LAI_VDIN_NOC_RT,FX:3257,2019,2.4,,S3:23_S4:34
URY,LAI_VDIN_NOC_RT,FX:106,2013,166,,
URY,LAI_VDIN_NOC_RT,FX:106,2018,162,,
USA,LAI_VDIN_NOC_RT,FF:2586,2011,22.39,,S3:24
USA,LAI_VDIN_NOC_RT,FF:2586,2012,23.16,,S3:24
USA,LAI_VDIN_NOC_RT,FF:2586,2015,28,,S3:24
UZB,LAI_VDIN_NOC_RT,FF:15744,2018,50,,
UZB,LAI_VDIN_NOC_RT,FF:15744,2019,70,,
VCT,LAI_VDIN_NOC_RT,FA:9,2009,11.2,,
VCT,LAI_VDIN_NOC_RT,FA:9,2010,11.83,,
VEN,LAI_VDIN_NOC_RT,FF:386,2009,91.25,,
VEN,LAI_VDIN_NOC_RT,FF:386,2010,81.53,,
VEN,LAI_VDIN_NOC_RT,FF:386,2011,143.66,,
VEN,LAI_VDIN_NOC_RT,FF:386,2012,112.35,,
ZAF,LAI_VDIN_NOC_RT,FX:596,2009,210.51,,S3:26_S5:44
ZAF,LAI_VDIN_NOC_RT,FX:596,2010,145.66,,S3:26_S5:44
ZAF,LAI_VDIN_NOC_RT,FX:596,2013,81.3,,S3:26
ZAF,LAI_VDIN_NOC_RT,FX:596,2014,132,,S3:26
ZAF,LAI_VDIN_NOC_RT,FX:596,2015,182.01,,S3:26
ZAF,LAI_VDIN_NOC_RT,FX:596,2016,141.95,,S3:26
ZAF,LAI_VDIN_NOC_RT,FX:596,2017,166.11,,S3:26
ZAF,LAI_VDIN_NOC_RT,FX:596,2018,140,,S3:26
ZWE,LAI_VDIN_NOC_RT,FI:652,2009,1,,S7:57_S8:63
ZWE,LAI_VDIN_NOC_RT,FI:652,2010,1,,S7:57_S8:63
ZWE,LAI_VDIN_NOC_RT,FI:652,2011,4.95,,S7:57
ZWE,LAI_VDIN_NOC_RT,FI:652,2012,16.8,,S7:57
ZWE,LAI_VDIN_NOC_RT,FI:652,2015,15,,S7:57
ZWE,LAI_VDIN_NOC_RT,FI:652,2017,8.2,,S7:57
ZWE,LAI_VDIN_NOC_RT,FI:652,2019,7.6,,S7:57
