Reference area;Source type;Sex;Time;Total;Migrants;Non migrants;EU Migrants;Migrants excluding EU;Unknown
Israel;Labour inspectorate records;Total;2019;84;25;59;;;
Israel;Labour inspectorate records;Male;2019;80;25;55;;;
Israel;Labour inspectorate records;Female;2019;4;;4;;;
Italy;Insurance records;Total;2010;703;;0;0;0;703
Italy;Insurance records;Male;2010;679;;0;0;0;679
Italy;Insurance records;Female;2010;24;;0;0;0;24
Italy;Insurance records;Total;2011;621;;0;0;0;621
Italy;Insurance records;Male;2011;585;;0;0;0;585
Italy;Insurance records;Female;2011;36;;0;0;0;36
Italy;Insurance records;Total;2012;604;;0;0;0;604
Italy;Insurance records;Male;2012;575;;0;0;0;575
Italy;Insurance records;Female;2012;29;;0;0;0;29
Italy;Insurance records;Total;2013;517;;0;0;0;517
Italy;Insurance records;Male;2013;481;;0;0;0;481
Italy;Insurance records;Female;2013;36;;0;0;0;36
Italy;Insurance records;Total;2014;522;;0;0;0;522
Italy;Insurance records;Male;2014;491;;0;0;0;491
Italy;Insurance records;Female;2014;31;;0;0;0;31
Italy;Insurance records;Total;2015;543;;0;0;0;543
Italy;Insurance records;Male;2015;514;;0;0;0;514
Italy;Insurance records;Female;2015;29;;0;0;0;29
Japan;Establishment survey;Total;2011;1024;;;;;
Japan;Establishment survey;Total;2012;1093;;;;;
Japan;Establishment survey;Total;2013;1030;;;;;
Japan;Establishment survey;Total;2014;1057;;;;;
Japan;Establishment survey;Total;2015;972;;;;;
Kazakhstan;Establishment or business register;Total;2010;322;;;;;
Kazakhstan;Establishment or business register;Male;2010;295;;;;;
Kazakhstan;Establishment or business register;Female;2010;27;;;;;
Kazakhstan;Establishment or business register;Total;2013;266;;;;;
Kazakhstan;Establishment or business register;Male;2013;250;;;;;
Kazakhstan;Establishment or business register;Female;2013;16;;;;;
Kazakhstan;Establishment or business register;Total;2015;229;;;;;
Kazakhstan;Establishment or business register;Male;2015;220;;;;;
Kazakhstan;Establishment or business register;Female;2015;9;;;;;
Kazakhstan;Establishment or business register;Total;2017;211;;;;;
Kazakhstan;Establishment or business register;Male;2017;191;;;;;
Kazakhstan;Establishment or business register;Female;2017;20;;;;;
Korea, Republic of;Insurance records;Total;2010;1114;78;1036;;;
Korea, Republic of;Insurance records;Male;2010;1079;76;1003;;;
Korea, Republic of;Insurance records;Female;2010;35;2;33;;;
Korea, Republic of;Insurance records;Total;2011;1129;94;1035;;;
Korea, Republic of;Insurance records;Male;2011;1095;89;1006;;;
Korea, Republic of;Insurance records;Female;2011;34;5;29;;;
Korea, Republic of;Insurance records;Total;2012;1134;92;1042;;;
Korea, Republic of;Insurance records;Male;2012;1099;89;1010;;;
Korea, Republic of;Insurance records;Female;2012;35;3;32;;;
Korea, Republic of;Insurance records;Total;2013;1090;83;1007;;;
Korea, Republic of;Insurance records;Male;2013;1054;80;974;;;
Korea, Republic of;Insurance records;Female;2013;36;3;33;;;
Korea, Republic of;Insurance records;Total;2014;992;74;918;;;
Korea, Republic of;Insurance records;Male;2014;954;72;882;;;
Korea, Republic of;Insurance records;Female;2014;38;2;36;;;
Korea, Republic of;Insurance records;Total;2015;955;96;859;;;
Korea, Republic of;Insurance records;Male;2015;923;94;829;;;
Korea, Republic of;Insurance records;Female;2015;32;2;30;;;
Korea, Republic of;Insurance records;Total;2016;969;75;894;;;
Korea, Republic of;Insurance records;Male;2016;931;72;859;;;
Korea, Republic of;Insurance records;Female;2016;38;3;35;;;
Korea, Republic of;Insurance records;Total;2017;964;90;874;;;
Korea, Republic of;Insurance records;Male;2017;935;88;847;;;
Korea, Republic of;Insurance records;Female;2017;29;2;27;;;
Korea, Republic of;Insurance records;Total;2018;971;114;857;;;
Korea, Republic of;Insurance records;Male;2018;928;108;820;;;
Korea, Republic of;Insurance records;Female;2018;43;6;37;;;
Korea, Republic of;Insurance records;Total;2019;855;104;751;;;
Korea, Republic of;Insurance records;Male;2019;836;104;732;;;
Korea, Republic of;Insurance records;Female;2019;19;0;19;;;
Kyrgyzstan;Labour inspectorate records;Total;2013;29;;;;;
Kyrgyzstan;Labour inspectorate records;Male;2013;27;;;;;
Kyrgyzstan;Labour inspectorate records;Female;2013;2;;;;;
Kyrgyzstan;Labour inspectorate records;Total;2015;21;;;;;
Kyrgyzstan;Labour inspectorate records;Male;2015;19;;;;;
Kyrgyzstan;Labour inspectorate records;Female;2015;2;;;;;
Kyrgyzstan;Labour inspectorate records;Total;2016;26;;;;;
Kyrgyzstan;Labour inspectorate records;Male;2016;25;;;;;
Kyrgyzstan;Labour inspectorate records;Female;2016;1;;;;;
Latvia;Labour inspectorate records;Total;2010;32;;32;0;0;
Latvia;Labour inspectorate records;Male;2010;28;;28;0;0;
Latvia;Labour inspectorate records;Female;2010;4;;4;0;0;
Latvia;Labour inspectorate records;Total;2011;33;;27;4;2;
Latvia;Labour inspectorate records;Male;2011;29;;25;2;2;
Latvia;Labour inspectorate records;Female;2011;4;;2;2;0;
Latvia;Labour inspectorate records;Total;2012;37;;25;2;4;6
Latvia;Labour inspectorate records;Male;2012;33;;23;2;2;6
Latvia;Labour inspectorate records;Female;2012;4;;2;0;2;
Latvia;Labour inspectorate records;Total;2013;30;;26;2;0;2
Latvia;Labour inspectorate records;Male;2013;28;;24;2;0;2
Latvia;Labour inspectorate records;Female;2013;2;;2;0;0;
Latvia;Labour inspectorate records;Total;2014;41;;34;0;2;5
Latvia;Labour inspectorate records;Male;2014;39;;32;0;2;5
Latvia;Labour inspectorate records;Female;2014;2;;2;0;0;
Latvia;Labour inspectorate records;Total;2015;29;;20;2;0;7
Latvia;Labour inspectorate records;Male;2015;25;;18;2;0;5
Latvia;Labour inspectorate records;Female;2015;4;;2;0;0;2
Latvia;Labour inspectorate records;Total;2016;38;;;;;
Latvia;Labour inspectorate records;Male;2016;35;;;;;
Latvia;Labour inspectorate records;Female;2016;3;;;;;
Lithuania;Labour inspectorate records;Total;2010;50;;48;0;2;
Lithuania;Labour inspectorate records;Male;2010;44;;42;0;2;
Lithuania;Labour inspectorate records;Female;2010;6;;6;0;0;
Lithuania;Labour inspectorate records;Total;2011;51;;49;0;2;
Lithuania;Labour inspectorate records;Male;2011;46;;44;0;2;
Lithuania;Labour inspectorate records;Female;2011;5;;5;0;0;
Lithuania;Labour inspectorate records;Total;2012;58;;56;0;2;
Lithuania;Labour inspectorate records;Male;2012;56;;54;0;2;
Lithuania;Labour inspectorate records;Female;2012;2;;2;0;0;
Lithuania;Labour inspectorate records;Total;2013;60;;58;0;2;
Lithuania;Labour inspectorate records;Male;2013;58;;56;0;2;
Lithuania;Labour inspectorate records;Female;2013;2;;2;0;0;
Lithuania;Labour inspectorate records;Total;2014;55;;53;2;0;
Lithuania;Labour inspectorate records;Male;2014;53;;51;2;0;
Lithuania;Labour inspectorate records;Female;2014;2;;2;0;0;
Lithuania;Labour inspectorate records;Total;2015;44;;44;0;0;
Lithuania;Labour inspectorate records;Male;2015;42;;42;0;0;
Lithuania;Labour inspectorate records;Female;2015;2;;2;0;0;
Luxembourg;Insurance records;Total;2010;6;;2;4;0;
Luxembourg;Insurance records;Male;2010;6;;2;4;0;
Luxembourg;Insurance records;Female;2010;0;;0;0;0;
Luxembourg;Insurance records;Total;2011;12;;2;10;0;
Luxembourg;Insurance records;Male;2011;12;;2;10;0;
Luxembourg;Insurance records;Female;2011;0;;0;0;0;
Luxembourg;Insurance records;Total;2012;15;;4;9;2;
Luxembourg;Insurance records;Male;2012;15;;4;9;2;
Luxembourg;Insurance records;Female;2012;0;;0;0;0;
Luxembourg;Insurance records;Total;2013;8;;2;6;0;
Luxembourg;Insurance records;Male;2013;6;;2;4;0;
Luxembourg;Insurance records;Female;2013;2;;0;2;0;
Luxembourg;Insurance records;Total;2014;12;;2;10;0;
Luxembourg;Insurance records;Male;2014;10;;2;8;0;
Luxembourg;Insurance records;Female;2014;2;;0;2;0;
Luxembourg;Insurance records;Total;2015;13;;0;13;0;
Luxembourg;Insurance records;Male;2015;13;;0;13;0;
Luxembourg;Insurance records;Female;2015;0;;0;0;0;
Macau, China;Labour inspectorate records;Total;2010;11;2;9;;;
Macau, China;Labour inspectorate records;Male;2010;10;2;8;;;
Macau, China;Labour inspectorate records;Female;2010;1;0;1;;;
Macau, China;Labour inspectorate records;Total;2011;11;5;6;;;
Macau, China;Labour inspectorate records;Male;2011;11;5;6;;;
Macau, China;Labour inspectorate records;Female;2011;0;0;0;;;
Macau, China;Labour inspectorate records;Total;2012;18;5;13;;;
Macau, China;Labour inspectorate records;Male;2012;15;4;11;;;
Macau, China;Labour inspectorate records;Female;2012;3;1;2;;;
Macau, China;Labour inspectorate records;Total;2013;18;7;11;;;
Macau, China;Labour inspectorate records;Male;2013;13;3;10;;;
Macau, China;Labour inspectorate records;Female;2013;5;4;1;;;
Macau, China;Labour inspectorate records;Total;2014;12;8;4;;;
Macau, China;Labour inspectorate records;Male;2014;11;7;4;;;
Macau, China;Labour inspectorate records;Female;2014;1;1;0;;;
Macau, China;Labour inspectorate records;Total;2015;20;10;10;;;
Macau, China;Labour inspectorate records;Male;2015;15;6;9;;;
Macau, China;Labour inspectorate records;Female;2015;5;4;1;;;
Macau, China;Labour inspectorate records;Total;2016;27;9;18;;;
Macau, China;Labour inspectorate records;Male;2016;24;8;16;;;
Macau, China;Labour inspectorate records;Female;2016;3;1;2;;;
Malaysia;Insurance records;Total;2011;522;;;;;
Malaysia;Insurance records;Male;2011;506;;;;;
Malaysia;Insurance records;Female;2011;16;;;;;
Malaysia;Insurance records;Total;2012;337;;;;;
Malaysia;Insurance records;Male;2012;327;;;;;
Malaysia;Insurance records;Female;2012;10;;;;;
Malaysia;Other administrative records and related sources;Total;2013;274;;;;;
Malaysia;Other administrative records and related sources;Male;2013;266;;;;;
Malaysia;Other administrative records and related sources;Female;2013;8;;;;;
Malaysia;Other administrative records and related sources;Total;2015;308;;;;;
Malaysia;Other administrative records and related sources;Male;2015;294;;;;;
Malaysia;Other administrative records and related sources;Female;2015;14;;;;;
Malaysia;Other administrative records and related sources;Total;2017;256;;;;;
Malaysia;Other administrative records and related sources;Male;2017;245;;;;;
Malaysia;Other administrative records and related sources;Female;2017;11;;;;;
Malaysia;Other administrative records and related sources;Total;2018;;;221;;;
Malaysia;Other administrative records and related sources;Male;2018;;;215;;;
Malaysia;Other administrative records and related sources;Female;2018;;;6;;;
Malta;Other administrative records and related sources;Total;2010;8;;8;0;0;
Malta;Other administrative records and related sources;Male;2010;8;;8;0;0;
Malta;Other administrative records and related sources;Female;2010;0;;0;0;0;
Malta;Other administrative records and related sources;Total;2011;2;;2;0;0;
Malta;Other administrative records and related sources;Male;2011;2;;2;0;0;
Malta;Other administrative records and related sources;Female;2011;0;;0;0;0;
Malta;Other administrative records and related sources;Total;2012;9;;5;2;2;
Malta;Other administrative records and related sources;Male;2012;9;;5;2;2;
Malta;Other administrative records and related sources;Female;2012;0;;0;0;0;
Malta;Other administrative records and related sources;Total;2013;4;;4;0;0;
Malta;Other administrative records and related sources;Male;2013;4;;4;0;0;
Malta;Other administrative records and related sources;Female;2013;0;;0;0;0;
Malta;Other administrative records and related sources;Total;2014;4;;2;0;2;
Malta;Other administrative records and related sources;Male;2014;4;;2;0;2;
Malta;Other administrative records and related sources;Female;2014;0;;0;0;0;
Malta;Other administrative records and related sources;Total;2015;5;;5;0;0;
Malta;Other administrative records and related sources;Male;2015;5;;5;0;0;
Malta;Other administrative records and related sources;Female;2015;0;;0;0;0;
Malta;Other administrative records and related sources;Total;2016;7;5;2;;;
Malta;Other administrative records and related sources;Male;2016;7;5;2;;;
Malta;Other administrative records and related sources;Female;2016;0;0;0;;;
Mauritius;Insurance records;Total;2015;1;;;;;
Mauritius;Insurance records;Male;2015;1;;;;;
Mauritius;Insurance records;Total;2016;0;0;0;;;
Mauritius;Insurance records;Male;2016;0;0;0;;;
Mauritius;Insurance records;Female;2016;0;0;0;;;
Mauritius;Insurance records;Total;2018;2;0;2;;;
Mauritius;Insurance records;Male;2018;1;0;1;;;
Mauritius;Insurance records;Female;2018;1;0;1;;;
Mexico;Insurance records;Total;2010;1433;;;;;
Mexico;Insurance records;Male;2010;1352;;;;;
Mexico;Insurance records;Female;2010;81;;;;;
Mexico;Insurance records;Total;2011;1578;;;;;
Mexico;Insurance records;Male;2011;1454;;;;;
Mexico;Insurance records;Female;2011;124;;;;;
Mexico;Insurance records;Total;2012;1534;;;;;
Mexico;Insurance records;Male;2012;1417;;;;;
Mexico;Insurance records;Female;2012;117;;;;;
Mexico;Insurance records;Total;2013;1314;;;;;
Mexico;Insurance records;Male;2013;1216;;;;;
Mexico;Insurance records;Female;2013;98;;;;;
Mexico;Insurance records;Total;2014;1330;;;;;
Mexico;Insurance records;Male;2014;1233;;;;;
Mexico;Insurance records;Female;2014;97;;;;;
Mexico;Insurance records;Total;2015;1444;;;;;
Mexico;Insurance records;Male;2015;1339;;;;;
Mexico;Insurance records;Female;2015;105;;;;;
Mexico;Insurance records;Total;2016;1408;;;;;
Mexico;Insurance records;Male;2016;1317;;;;;
Mexico;Insurance records;Female;2016;91;;;;;
Mexico;Insurance records;Total;2017;1398;;;;;
Mexico;Insurance records;Male;2017;1292;;;;;
Mexico;Insurance records;Female;2017;106;;;;;
Moldova, Republic of;Establishment survey;Total;2010;39;;;;;
Moldova, Republic of;Establishment survey;Male;2010;34;;;;;
Moldova, Republic of;Establishment survey;Female;2010;5;;;;;
Moldova, Republic of;Establishment survey;Total;2013;36;;;;;
Moldova, Republic of;Establishment survey;Male;2013;35;;;;;
Moldova, Republic of;Establishment survey;Female;2013;1;;;;;
Moldova, Republic of;Establishment survey;Total;2014;34;;;;;
Moldova, Republic of;Establishment survey;Male;2014;33;;;;;
Moldova, Republic of;Establishment survey;Female;2014;1;;;;;
Moldova, Republic of;Establishment survey;Total;2015;33;;;;;
Moldova, Republic of;Establishment survey;Male;2015;31;;;;;
Moldova, Republic of;Establishment survey;Female;2015;2;;;;;
Moldova, Republic of;Establishment survey;Total;2016;29;;;;;
Moldova, Republic of;Establishment survey;Male;2016;25;;;;;
Moldova, Republic of;Establishment survey;Female;2016;4;;;;;
Moldova, Republic of;Establishment survey;Total;2017;41;;;;;
Moldova, Republic of;Establishment survey;Male;2017;41;;;;;
Moldova, Republic of;Establishment survey;Total;2018;38;;;;;
Moldova, Republic of;Establishment survey;Male;2018;37;;;;;
Moldova, Republic of;Establishment survey;Female;2018;1;;;;;
Moldova, Republic of;Establishment survey;Total;2019;36;;;;;
Moldova, Republic of;Establishment survey;Male;2019;34;;;;;
Moldova, Republic of;Establishment survey;Female;2019;2;;;;;
Mongolia;Official estimate;Total;2016;31;;;;;
Mongolia;Official estimate;Total;2017;27;;;;;
Mongolia;Official estimate;Total;2018;30;;;;;
Mongolia;Official estimate;Total;2019;52;;;;;
Myanmar;Labour inspectorate records;Total;2010;26;;;;;
Myanmar;Labour inspectorate records;Male;2010;25;;;;;
Myanmar;Labour inspectorate records;Female;2010;1;;;;;
Myanmar;Labour inspectorate records;Total;2011;22;;;;;
Myanmar;Labour inspectorate records;Male;2011;19;;;;;
Myanmar;Labour inspectorate records;Female;2011;3;;;;;
Myanmar;Labour inspectorate records;Total;2012;16;;;;;
Myanmar;Labour inspectorate records;Male;2012;16;;;;;
Myanmar;Labour inspectorate records;Female;2012;0;;;;;
Myanmar;Labour inspectorate records;Total;2013;16;;;;;
Myanmar;Labour inspectorate records;Male;2013;15;;;;;
Myanmar;Labour inspectorate records;Female;2013;1;;;;;
Myanmar;Labour inspectorate records;Total;2014;16;;;;;
Myanmar;Labour inspectorate records;Male;2014;14;;;;;
Myanmar;Labour inspectorate records;Female;2014;2;;;;;
Myanmar;Labour inspectorate records;Total;2015;22;;;;;
Myanmar;Labour inspectorate records;Male;2015;21;;;;;
Myanmar;Labour inspectorate records;Female;2015;1;;;;;
Myanmar;Labour inspectorate records;Total;2016;28;;;;;
Myanmar;Labour inspectorate records;Male;2016;26;;;;;
Myanmar;Labour inspectorate records;Female;2016;2;;;;;
Myanmar;Labour inspectorate records;Total;2017;21;;;;;
Myanmar;Labour inspectorate records;Male;2017;21;;;;;
Myanmar;Labour inspectorate records;Female;2017;0;;;;;
Myanmar;Labour inspectorate records;Total;2018;22;;;;;
Myanmar;Labour inspectorate records;Male;2018;20;;;;;
Myanmar;Labour inspectorate records;Female;2018;2;;;;;
Myanmar;Labour inspectorate records;Total;2019;29;;29;;;
Myanmar;Labour inspectorate records;Male;2019;29;;29;;;
Netherlands;Insurance records;Total;2010;89;;69;2;2;16
Netherlands;Insurance records;Male;2010;87;;69;2;2;14
Netherlands;Insurance records;Female;2010;2;;0;0;0;2
Netherlands;Insurance records;Total;2011;49;;47;0;2;
Netherlands;Insurance records;Male;2011;47;;45;0;2;
Netherlands;Insurance records;Female;2011;2;;2;0;0;
Netherlands;Insurance records;Total;2012;37;;33;2;2;
Netherlands;Insurance records;Male;2012;37;;33;2;2;
Netherlands;Insurance records;Female;2012;0;;0;0;0;
Netherlands;Insurance records;Total;2013;45;;41;2;2;
Netherlands;Insurance records;Male;2013;45;;41;2;2;
Netherlands;Insurance records;Female;2013;0;;0;0;0;
Netherlands;Insurance records;Total;2014;50;;44;2;2;2
Netherlands;Insurance records;Male;2014;48;;42;2;2;2
Netherlands;Insurance records;Female;2014;2;;2;0;0;
Netherlands;Insurance records;Total;2015;38;;34;2;2;
Netherlands;Insurance records;Male;2015;38;;34;2;2;
Netherlands;Insurance records;Female;2015;0;;0;0;0;
New Caledonia;Insurance records;Total;2010;6;;;;;
New Caledonia;Insurance records;Total;2011;3;;;;;
New Caledonia;Insurance records;Total;2012;3;;;;;
New Caledonia;Insurance records;Total;2013;8;;;;;
New Caledonia;Insurance records;Total;2014;4;;;;;
New Caledonia;Insurance records;Total;2015;5;;;;;
New Zealand;Insurance records;Total;2010;118;;;;;
New Zealand;Insurance records;Male;2010;114;;;;;
New Zealand;Insurance records;Female;2010;4;;;;;
New Zealand;Insurance records;Total;2012;48;;;;;
New Zealand;Insurance records;Male;2012;45;;;;;
New Zealand;Insurance records;Female;2012;3;;;;;
Nicaragua;Other administrative records and related sources;Total;2010;42;;;;;
Nicaragua;Other administrative records and related sources;Male;2010;36;;;;;
Nicaragua;Other administrative records and related sources;Female;2010;6;;;;;
Norway;Labour inspectorate records;Total;2010;44;;40;2;2;
Norway;Labour inspectorate records;Male;2010;42;;38;2;2;
Norway;Labour inspectorate records;Female;2010;2;;2;0;0;
Norway;Labour inspectorate records;Total;2011;55;;47;6;2;
Norway;Labour inspectorate records;Male;2011;43;;35;6;2;
Norway;Labour inspectorate records;Female;2011;12;;12;0;0;
Norway;Labour inspectorate records;Total;2012;37;;29;6;2;
Norway;Labour inspectorate records;Male;2012;35;;27;6;2;
Norway;Labour inspectorate records;Female;2012;2;;2;0;0;
Norway;Labour inspectorate records;Total;2013;48;;44;2;2;
Norway;Labour inspectorate records;Male;2013;44;;40;2;2;
Norway;Labour inspectorate records;Female;2013;4;;4;0;0;
Norway;Labour inspectorate records;Total;2014;62;;39;14;9;
Norway;Labour inspectorate records;Male;2014;58;;37;12;9;
Norway;Labour inspectorate records;Female;2014;4;;2;2;0;
Norway;Labour inspectorate records;Total;2015;41;;24;13;2;2
Norway;Labour inspectorate records;Male;2015;39;;22;13;2;2
Norway;Labour inspectorate records;Female;2015;2;;2;0;0;
Occupied Palestinian Territory;Other administrative records and related sources;Total;2013;20;;;;;
Occupied Palestinian Territory;Other administrative records and related sources;Male;2013;20;;;;;
Occupied Palestinian Territory;Other administrative records and related sources;Female;2013;0;;;;;
Occupied Palestinian Territory;Other administrative records and related sources;Total;2015;21;;;;;
Occupied Palestinian Territory;Other administrative records and related sources;Male;2015;21;;;;;
Occupied Palestinian Territory;Other administrative records and related sources;Female;2015;0;;;;;
Panama;Labour inspectorate records;Total;2010;12;;;;;
Panama;Labour inspectorate records;Male;2010;12;;;;;
Panama;Labour inspectorate records;Total;2011;24;;;;;
Panama;Labour inspectorate records;Male;2011;24;;;;;
Panama;Labour inspectorate records;Total;2012;24;;;;;
Panama;Labour inspectorate records;Male;2012;24;;;;;
Panama;Labour inspectorate records;Total;2013;22;;;;;
Panama;Labour inspectorate records;Male;2013;22;;;;;
Panama;Labour inspectorate records;Total;2014;21;;;;;
Panama;Labour inspectorate records;Male;2014;21;;;;;
Panama;Labour inspectorate records;Female;2014;0;;;;;
Panama;Labour inspectorate records;Total;2016;40;4;36;;;
Panama;Labour inspectorate records;Male;2016;40;4;36;;;
Panama;Labour inspectorate records;Female;2016;0;0;0;;;
Panama;Labour inspectorate records;Total;2017;26;2;24;;;
Panama;Labour inspectorate records;Male;2017;26;2;24;;;
Panama;Labour inspectorate records;Female;2017;0;0;0;;;
Panama;Labour inspectorate records;Total;2018;25;3;22;;;
Panama;Labour inspectorate records;Male;2018;25;3;22;;;
Panama;Labour inspectorate records;Female;2018;0;0;0;;;
Peru;Other administrative records and related sources;Total;2011;145;;;;;
Peru;Other administrative records and related sources;Male;2011;142;;;;;
Peru;Other administrative records and related sources;Female;2011;3;;;;;
Peru;Other administrative records and related sources;Total;2012;189;;;;;
Peru;Other administrative records and related sources;Male;2012;182;;;;;
Peru;Other administrative records and related sources;Female;2012;7;;;;;
Peru;Other administrative records and related sources;Total;2013;178;;;;;
Peru;Other administrative records and related sources;Male;2013;172;;;;;
Peru;Other administrative records and related sources;Female;2013;6;;;;;
Peru;Other administrative records and related sources;Total;2014;124;;;;;
Peru;Other administrative records and related sources;Male;2014;118;;;;;
Peru;Other administrative records and related sources;Female;2014;6;;;;;
Peru;Other administrative records and related sources;Total;2015;179;;;;;
Peru;Other administrative records and related sources;Male;2015;168;;;;;
Peru;Other administrative records and related sources;Female;2015;11;;;;;
Philippines;Establishment survey;Total;2011;161;;;;;
Philippines;Establishment survey;Total;2013;270;;;;;
Poland;Establishment survey;Total;2010;407;;387;18;0;2
Poland;Establishment survey;Male;2010;388;;368;18;0;2
Poland;Establishment survey;Female;2010;19;;19;0;0;
Poland;Establishment survey;Total;2011;404;;375;29;0;
Poland;Establishment survey;Male;2011;388;;359;29;0;
Poland;Establishment survey;Female;2011;16;;16;0;0;
Poland;Establishment survey;Total;2012;350;;327;23;0;
Poland;Establishment survey;Male;2012;328;;305;23;0;
Poland;Establishment survey;Female;2012;22;;22;0;0;
Poland;Establishment survey;Total;2013;277;;253;24;0;
Poland;Establishment survey;Male;2013;262;;238;24;0;
Poland;Establishment survey;Female;2013;15;;15;0;0;
Poland;Establishment survey;Total;2014;264;;242;20;2;
Poland;Establishment survey;Male;2014;251;;229;20;2;
Poland;Establishment survey;Female;2014;13;;13;0;0;
Poland;Establishment survey;Total;2015;305;;274;29;2;
Poland;Establishment survey;Male;2015;288;;257;29;2;
Poland;Establishment survey;Female;2015;17;;17;0;0;
Portugal;Insurance records;Total;2010;213;;198;2;13;
Portugal;Insurance records;Male;2010;207;;192;2;13;
Portugal;Insurance records;Female;2010;6;;6;0;0;
Portugal;Insurance records;Total;2011;194;;174;4;16;
Portugal;Insurance records;Male;2011;185;;167;2;16;
Portugal;Insurance records;Female;2011;9;;7;2;0;
Portugal;Insurance records;Total;2012;169;;156;2;11;
Portugal;Insurance records;Male;2012;163;;152;2;9;
Portugal;Insurance records;Female;2012;6;;4;0;2;
Portugal;Insurance records;Total;2013;161;;159;2;0;
Portugal;Insurance records;Male;2013;155;;153;2;0;
Portugal;Insurance records;Female;2013;6;;6;0;0;
Portugal;Insurance records;Total;2014;161;;154;0;7;
Portugal;Insurance records;Male;2014;153;;148;0;5;
Portugal;Insurance records;Female;2014;8;;6;0;2;
Portugal;Insurance records;Total;2015;161;;153;2;6;
Portugal;Insurance records;Male;2015;159;;151;2;6;
Portugal;Insurance records;Female;2015;2;;2;0;0;
Puerto Rico;Establishment survey;Total;2015;29;;;;;
Puerto Rico;Establishment survey;Male;2015;20;;;;;
Puerto Rico;Establishment survey;Female;2015;9;;;;;
Qatar;Labour inspectorate records;Total;2018;123;123;0;;;
Qatar;Labour inspectorate records;Male;2018;121;121;0;;;
Qatar;Labour inspectorate records;Female;2018;2;2;0;;;
Romania;Labour inspectorate records;Total;2010;411;;407;0;4;
Romania;Labour inspectorate records;Male;2010;376;;372;0;4;
Romania;Labour inspectorate records;Female;2010;35;;35;0;0;
Romania;Labour inspectorate records;Total;2011;298;;294;2;0;2
Romania;Labour inspectorate records;Male;2011;272;;268;2;0;2
Romania;Labour inspectorate records;Female;2011;26;;26;0;0;
Romania;Labour inspectorate records;Total;2012;276;;276;0;0;
Romania;Labour inspectorate records;Male;2012;261;;261;0;0;
Romania;Labour inspectorate records;Female;2012;15;;15;0;0;
Romania;Labour inspectorate records;Total;2013;269;;269;0;0;
Romania;Labour inspectorate records;Male;2013;254;;254;0;0;
Romania;Labour inspectorate records;Female;2013;15;;15;0;0;
Romania;Labour inspectorate records;Total;2014;273;;271;2;0;
Romania;Labour inspectorate records;Male;2014;263;;261;2;0;
Romania;Labour inspectorate records;Female;2014;10;;10;0;0;
Romania;Labour inspectorate records;Total;2015;281;;279;0;0;2
Romania;Labour inspectorate records;Male;2015;269;;267;0;0;2
Romania;Labour inspectorate records;Female;2015;12;;12;0;0;
Romania;Labour inspectorate records;Total;2016;189;;;;;
Romania;Labour inspectorate records;Male;2016;181;;;;;
Romania;Labour inspectorate records;Female;2016;8;;;;;
Russian Federation;Records of workers' organizations;Total;2010;2004;;;;;
Russian Federation;Records of workers' organizations;Male;2010;1889;;;;;
Russian Federation;Records of workers' organizations;Female;2010;115;;;;;
Russian Federation;Records of workers' organizations;Total;2011;1824;;;;;
Russian Federation;Records of workers' organizations;Male;2011;1696;;;;;
Russian Federation;Records of workers' organizations;Female;2011;128;;;;;
Russian Federation;Records of workers' organizations;Total;2012;1820;43;1777;;;
Russian Federation;Records of workers' organizations;Male;2012;1672;;;;;
Russian Federation;Records of workers' organizations;Female;2012;148;;;;;
Russian Federation;Records of workers' organizations;Total;2013;1699;55;1644;;;
Russian Federation;Records of workers' organizations;Male;2013;1573;;;;;
Russian Federation;Records of workers' organizations;Female;2013;126;;;;;
Russian Federation;Records of workers' organizations;Total;2014;1456;52;1404;;;
Russian Federation;Records of workers' organizations;Male;2014;1349;;;;;
Russian Federation;Records of workers' organizations;Female;2014;107;;;;;
Russian Federation;Records of workers' organizations;Total;2015;1288;34;1254;;;
Russian Federation;Records of workers' organizations;Male;2015;1199;;;;;
Russian Federation;Records of workers' organizations;Female;2015;89;;;;;
Russian Federation;Records of workers' organizations;Total;2016;1290;56;1234;;;
Russian Federation;Records of workers' organizations;Male;2016;1207;;;;;
Russian Federation;Records of workers' organizations;Female;2016;83;;;;;
Russian Federation;Records of workers' organizations;Total;2017;1138;42;1096;;;
Russian Federation;Records of workers' organizations;Male;2017;1069;;;;;
Russian Federation;Records of workers' organizations;Female;2017;69;;;;;
Russian Federation;Records of workers' organizations;Total;2018;1072;49;1023;;;
Russian Federation;Records of workers' organizations;Male;2018;1003;;;;;
Russian Federation;Records of workers' organizations;Female;2018;69;;;;;
Russian Federation;Records of workers' organizations;Total;2019;1055;35;1020;;;
Russian Federation;Records of workers' organizations;Male;2019;994;;;;;
Russian Federation;Records of workers' organizations;Female;2019;61;;;;;
Réunion;Insurance records;Total;2014;4;;;;;
Réunion;Insurance records;Male;2014;4;;;;;
San Marino;Official estimate;Total;2015;0;;;;;
San Marino;Official estimate;Male;2015;0;;;;;
San Marino;Official estimate;Female;2015;0;;;;;
Seychelles;Employment office records;Total;2015;1;;;;;
Seychelles;Employment office records;Male;2015;1;;;;;
Seychelles;Employment office records;Female;2015;0;;;;;
Singapore;Labour inspectorate records;Total;2010;55;;;;;
Singapore;Labour inspectorate records;Total;2011;61;;;;;
Singapore;Labour inspectorate records;Total;2012;56;;;;;
