Reference area;Source type;Sex;Occupational injuries;Time;Total;Migrants;Non migrants;EU Migrants;Migrants excluding EU;Unknown
Colombia;Other administrative records and related sources;Total;Permanent incapacity;2011;8;;;;;
Colombia;Other administrative records and related sources;Total;Permanent incapacity;2012;10;;;;;
Colombia;Other administrative records and related sources;Total;Permanent incapacity;2013;9;;;;;
Colombia;Other administrative records and related sources;Total;Permanent incapacity;2014;10;;;;;
Colombia;Other administrative records and related sources;Total;Permanent incapacity;2015;10714;;;;;
Costa Rica;Insurance records;Total;Total;2010;122166;;;;;
Costa Rica;Insurance records;Total;Permanent incapacity;2010;11761;;;;;
Costa Rica;Insurance records;Total;Temporary incapacity;2010;110405;;;;;
Costa Rica;Insurance records;Total;Total;2011;119468;;;;;
Costa Rica;Insurance records;Total;Permanent incapacity;2011;15145;;;;;
Costa Rica;Insurance records;Total;Temporary incapacity;2011;104323;;;;;
Costa Rica;Insurance records;Total;Total;2012;120221;;;;;
Costa Rica;Insurance records;Total;Permanent incapacity;2012;12813;;;;;
Costa Rica;Insurance records;Total;Temporary incapacity;2012;107408;;;;;
Costa Rica;Insurance records;Total;Total;2013;116579;;;;;
Costa Rica;Insurance records;Total;Permanent incapacity;2013;13002;;;;;
Costa Rica;Insurance records;Total;Temporary incapacity;2013;103577;;;;;
Costa Rica;Insurance records;Total;Total;2014;113928;;;;;
Costa Rica;Insurance records;Total;Permanent incapacity;2014;13704;;;;;
Costa Rica;Insurance records;Total;Temporary incapacity;2014;100224;;;;;
Costa Rica;Insurance records;Total;Total;2015;115737;;;;;
Costa Rica;Insurance records;Total;Permanent incapacity;2015;13138;;;;;
Costa Rica;Insurance records;Total;Temporary incapacity;2015;102599;;;;;
Costa Rica;Insurance records;Total;Total;2016;122149;;;;;
Costa Rica;Insurance records;Total;Permanent incapacity;2016;12035;;;;;
Costa Rica;Insurance records;Total;Temporary incapacity;2016;110114;;;;;
Croatia;Insurance records;Total;Total;2011;18116;;;;;
Croatia;Insurance records;Male;Total;2011;11430;;;;;
Croatia;Insurance records;Female;Total;2011;6686;;;;;
Croatia;Insurance records;Total;Total;2012;11153;;11153;0;0;0
Croatia;Insurance records;Total;Permanent incapacity;2012;139;;139;0;0;0
Croatia;Insurance records;Total;Temporary incapacity;2012;11014;;11014;0;0;0
Croatia;Insurance records;Male;Total;2012;7744;;7744;0;0;0
Croatia;Insurance records;Male;Permanent incapacity;2012;119;;119;0;0;0
Croatia;Insurance records;Male;Temporary incapacity;2012;7625;;7625;0;0;0
Croatia;Insurance records;Female;Total;2012;3409;;3409;0;0;0
Croatia;Insurance records;Female;Permanent incapacity;2012;20;;20;0;0;0
Croatia;Insurance records;Female;Temporary incapacity;2012;3389;;3389;0;0;0
Croatia;Insurance records;Total;Total;2015;13144;;13099;11;24;10
Croatia;Insurance records;Total;Permanent incapacity;2015;853;;849;2;2;0
Croatia;Insurance records;Total;Temporary incapacity;2015;12291;;12250;9;22;10
Croatia;Insurance records;Male;Total;2015;8636;;8600;9;19;8
Croatia;Insurance records;Male;Permanent incapacity;2015;571;;567;2;2;0
Croatia;Insurance records;Male;Temporary incapacity;2015;8065;;8033;7;17;8
Croatia;Insurance records;Female;Total;2015;4508;;4499;2;5;2
Croatia;Insurance records;Female;Permanent incapacity;2015;282;;282;0;0;0
Croatia;Insurance records;Female;Temporary incapacity;2015;4226;;4217;2;5;2
Cyprus;Labour inspectorate records;Total;Total;2010;2168;;1638;419;107;4
Cyprus;Labour inspectorate records;Total;Permanent incapacity;2010;17;;13;2;2;0
Cyprus;Labour inspectorate records;Total;Temporary incapacity;2010;2151;;1625;417;105;4
Cyprus;Labour inspectorate records;Male;Total;2010;1646;;1249;316;79;2
Cyprus;Labour inspectorate records;Male;Permanent incapacity;2010;12;;8;2;2;0
Cyprus;Labour inspectorate records;Male;Temporary incapacity;2010;1634;;1241;314;77;2
Cyprus;Labour inspectorate records;Female;Total;2010;522;;389;103;28;2
Cyprus;Labour inspectorate records;Female;Permanent incapacity;2010;5;;5;0;0;0
Cyprus;Labour inspectorate records;Female;Temporary incapacity;2010;517;;384;103;28;2
Cyprus;Labour inspectorate records;Total;Total;2011;2008;;1505;408;93;2
Cyprus;Labour inspectorate records;Total;Permanent incapacity;2011;10;;8;2;0;0
Cyprus;Labour inspectorate records;Total;Temporary incapacity;2011;1998;;1497;406;93;2
Cyprus;Labour inspectorate records;Male;Total;2011;1547;;1181;295;69;2
Cyprus;Labour inspectorate records;Male;Permanent incapacity;2011;8;;6;2;0;0
Cyprus;Labour inspectorate records;Male;Temporary incapacity;2011;1539;;1175;293;69;2
Cyprus;Labour inspectorate records;Female;Total;2011;461;;324;113;24;0
Cyprus;Labour inspectorate records;Female;Permanent incapacity;2011;2;;2;0;0;0
Cyprus;Labour inspectorate records;Female;Temporary incapacity;2011;459;;322;113;24;0
Cyprus;Labour inspectorate records;Total;Total;2012;1734;;1273;375;86;0
Cyprus;Labour inspectorate records;Total;Permanent incapacity;2012;42;;38;4;0;0
Cyprus;Labour inspectorate records;Total;Temporary incapacity;2012;1692;;1235;371;86;0
Cyprus;Labour inspectorate records;Male;Total;2012;1272;;968;247;57;0
Cyprus;Labour inspectorate records;Male;Permanent incapacity;2012;30;;28;2;0;0
Cyprus;Labour inspectorate records;Male;Temporary incapacity;2012;1242;;940;245;57;0
Cyprus;Labour inspectorate records;Female;Total;2012;462;;305;128;29;0
Cyprus;Labour inspectorate records;Female;Permanent incapacity;2012;12;;10;2;0;0
Cyprus;Labour inspectorate records;Female;Temporary incapacity;2012;450;;295;126;29;0
Cyprus;Labour inspectorate records;Total;Total;2013;1532;;1172;291;69;0
Cyprus;Labour inspectorate records;Total;Permanent incapacity;2013;10;;4;4;2;0
Cyprus;Labour inspectorate records;Total;Temporary incapacity;2013;1522;;1168;287;67;0
Cyprus;Labour inspectorate records;Male;Total;2013;1078;;848;178;52;0
Cyprus;Labour inspectorate records;Male;Permanent incapacity;2013;8;;4;2;2;0
Cyprus;Labour inspectorate records;Male;Temporary incapacity;2013;1070;;844;176;50;0
Cyprus;Labour inspectorate records;Female;Total;2013;454;;324;113;17;0
Cyprus;Labour inspectorate records;Female;Permanent incapacity;2013;2;;0;2;0;0
Cyprus;Labour inspectorate records;Female;Temporary incapacity;2013;452;;324;111;17;0
Cyprus;Labour inspectorate records;Total;Total;2014;1615;;1221;331;63;0
Cyprus;Labour inspectorate records;Total;Permanent incapacity;2014;13;;11;0;2;0
Cyprus;Labour inspectorate records;Total;Temporary incapacity;2014;1602;;1210;331;61;0
Cyprus;Labour inspectorate records;Male;Total;2014;1146;;887;223;36;0
Cyprus;Labour inspectorate records;Male;Permanent incapacity;2014;11;;9;0;2;0
Cyprus;Labour inspectorate records;Male;Temporary incapacity;2014;1135;;878;223;34;0
Cyprus;Labour inspectorate records;Female;Total;2014;469;;334;108;27;0
Cyprus;Labour inspectorate records;Female;Permanent incapacity;2014;2;;2;0;0;0
Cyprus;Labour inspectorate records;Female;Temporary incapacity;2014;467;;332;108;27;0
Cyprus;Labour inspectorate records;Total;Total;2015;1594;;1183;357;54;0
Cyprus;Labour inspectorate records;Total;Permanent incapacity;2015;4;;2;2;0;0
Cyprus;Labour inspectorate records;Total;Temporary incapacity;2015;1590;;1181;355;54;0
Cyprus;Labour inspectorate records;Male;Total;2015;1159;;880;241;38;0
Cyprus;Labour inspectorate records;Male;Permanent incapacity;2015;2;;0;2;0;0
Cyprus;Labour inspectorate records;Male;Temporary incapacity;2015;1157;;880;239;38;0
Cyprus;Labour inspectorate records;Female;Total;2015;435;;303;116;16;0
Cyprus;Labour inspectorate records;Female;Permanent incapacity;2015;2;;2;0;0;0
Cyprus;Labour inspectorate records;Female;Temporary incapacity;2015;433;;301;116;16;0
Czechia;Other administrative records and related sources;Total;Total;2011;42523;;41477;704;338;4
Czechia;Other administrative records and related sources;Total;Permanent incapacity;2011;808;;796;8;4;0
Czechia;Other administrative records and related sources;Total;Temporary incapacity;2011;41715;;40681;696;334;4
Czechia;Other administrative records and related sources;Male;Total;2011;30356;;29588;548;216;4
Czechia;Other administrative records and related sources;Male;Permanent incapacity;2011;617;;607;8;2;0
Czechia;Other administrative records and related sources;Male;Temporary incapacity;2011;29739;;28981;540;214;4
Czechia;Other administrative records and related sources;Female;Total;2011;12167;;11889;156;122;0
Czechia;Other administrative records and related sources;Female;Permanent incapacity;2011;191;;189;0;2;0
Czechia;Other administrative records and related sources;Female;Temporary incapacity;2011;11976;;11700;156;120;0
Czechia;Other administrative records and related sources;Total;Total;2012;41304;;39603;664;305;732
Czechia;Other administrative records and related sources;Total;Permanent incapacity;2012;829;;816;9;4;0
Czechia;Other administrative records and related sources;Total;Temporary incapacity;2012;40475;;38787;655;301;732
Czechia;Other administrative records and related sources;Male;Total;2012;29356;;27897;520;209;730
Czechia;Other administrative records and related sources;Male;Permanent incapacity;2012;575;;566;7;2;0
Czechia;Other administrative records and related sources;Male;Temporary incapacity;2012;28781;;27331;513;207;730
Czechia;Other administrative records and related sources;Female;Total;2012;11948;;11706;144;96;2
Czechia;Other administrative records and related sources;Female;Permanent incapacity;2012;254;;250;2;2;0
Czechia;Other administrative records and related sources;Female;Temporary incapacity;2012;11694;;11456;142;94;2
Czechia;Other administrative records and related sources;Total;Total;2013;40788;;39876;611;299;2
Czechia;Other administrative records and related sources;Total;Permanent incapacity;2013;599;;591;6;2;0
Czechia;Other administrative records and related sources;Total;Temporary incapacity;2013;40189;;39285;605;297;2
Czechia;Other administrative records and related sources;Male;Total;2013;28771;;28085;479;205;2
Czechia;Other administrative records and related sources;Male;Permanent incapacity;2013;434;;428;4;2;0
Czechia;Other administrative records and related sources;Male;Temporary incapacity;2013;28337;;27657;475;203;2
Czechia;Other administrative records and related sources;Female;Total;2013;12017;;11791;132;94;0
Czechia;Other administrative records and related sources;Female;Permanent incapacity;2013;165;;163;2;0;0
Czechia;Other administrative records and related sources;Female;Temporary incapacity;2013;11852;;11628;130;94;0
Czechia;Other administrative records and related sources;Total;Total;2014;42308;;41225;697;312;74
Czechia;Other administrative records and related sources;Total;Permanent incapacity;2014;317;;304;9;4;0
Czechia;Other administrative records and related sources;Total;Temporary incapacity;2014;41991;;40921;688;308;74
Czechia;Other administrative records and related sources;Male;Total;2014;29798;;28994;545;189;70
Czechia;Other administrative records and related sources;Male;Permanent incapacity;2014;222;;213;7;2;0
Czechia;Other administrative records and related sources;Male;Temporary incapacity;2014;29576;;28781;538;187;70
Czechia;Other administrative records and related sources;Female;Total;2014;12510;;12231;152;123;4
Czechia;Other administrative records and related sources;Female;Permanent incapacity;2014;95;;91;2;2;0
Czechia;Other administrative records and related sources;Female;Temporary incapacity;2014;12415;;12140;150;121;4
Czechia;Other administrative records and related sources;Total;Total;2015;42629;;41342;759;285;243
Czechia;Other administrative records and related sources;Total;Permanent incapacity;2015;570;;557;7;6;0
Czechia;Other administrative records and related sources;Total;Temporary incapacity;2015;42059;;40785;752;279;243
Czechia;Other administrative records and related sources;Male;Total;2015;29696;;28702;575;182;237
Czechia;Other administrative records and related sources;Male;Permanent incapacity;2015;386;;377;5;4;0
Czechia;Other administrative records and related sources;Male;Temporary incapacity;2015;29310;;28325;570;178;237
Czechia;Other administrative records and related sources;Female;Total;2015;12933;;12640;184;103;6
Czechia;Other administrative records and related sources;Female;Permanent incapacity;2015;184;;180;2;2;0
Czechia;Other administrative records and related sources;Female;Temporary incapacity;2015;12749;;12460;182;101;6
Denmark;Other administrative records and related sources;Total;Total;2010;62380;;57039;2031;2076;1234
Denmark;Other administrative records and related sources;Total;Permanent incapacity;2010;1278;;1141;46;72;19
Denmark;Other administrative records and related sources;Total;Temporary incapacity;2010;61102;;55898;1985;2004;1215
Denmark;Other administrative records and related sources;Male;Total;2010;36594;;33284;1391;1189;730
Denmark;Other administrative records and related sources;Male;Permanent incapacity;2010;842;;743;23;57;19
Denmark;Other administrative records and related sources;Male;Temporary incapacity;2010;35752;;32541;1368;1132;711
Denmark;Other administrative records and related sources;Female;Total;2010;25786;;23755;640;887;504
Denmark;Other administrative records and related sources;Female;Permanent incapacity;2010;436;;398;23;15;0
Denmark;Other administrative records and related sources;Female;Temporary incapacity;2010;25350;;23357;617;872;504
Denmark;Other administrative records and related sources;Total;Total;2011;57535;;52321;2044;2036;1134
Denmark;Other administrative records and related sources;Total;Permanent incapacity;2011;1025;;913;36;53;23
Denmark;Other administrative records and related sources;Total;Temporary incapacity;2011;56510;;51408;2008;1983;1111
Denmark;Other administrative records and related sources;Male;Total;2011;33924;;30565;1470;1206;683
Denmark;Other administrative records and related sources;Male;Permanent incapacity;2011;689;;611;25;34;19
Denmark;Other administrative records and related sources;Male;Temporary incapacity;2011;33235;;29954;1445;1172;664
Denmark;Other administrative records and related sources;Female;Total;2011;23611;;21756;574;830;451
Denmark;Other administrative records and related sources;Female;Permanent incapacity;2011;336;;302;11;19;4
Denmark;Other administrative records and related sources;Female;Temporary incapacity;2011;23275;;21454;563;811;447
Denmark;Other administrative records and related sources;Total;Total;2012;57603;;52367;2288;2035;913
Denmark;Other administrative records and related sources;Total;Permanent incapacity;2012;1098;;983;35;55;25
Denmark;Other administrative records and related sources;Total;Temporary incapacity;2012;56505;;51384;2253;1980;888
Denmark;Other administrative records and related sources;Male;Total;2012;34295;;30912;1646;1158;579
Denmark;Other administrative records and related sources;Male;Permanent incapacity;2012;708;;628;27;34;19
Denmark;Other administrative records and related sources;Male;Temporary incapacity;2012;33587;;30284;1619;1124;560
Denmark;Other administrative records and related sources;Female;Total;2012;23308;;21455;642;877;334
Denmark;Other administrative records and related sources;Female;Permanent incapacity;2012;390;;355;8;21;6
Denmark;Other administrative records and related sources;Female;Temporary incapacity;2012;22918;;21100;634;856;328
Denmark;Other administrative records and related sources;Total;Total;2013;55741;;50600;2158;2043;940
Denmark;Other administrative records and related sources;Total;Permanent incapacity;2013;1015;;886;55;53;21
Denmark;Other administrative records and related sources;Total;Temporary incapacity;2013;54726;;49714;2103;1990;919
Denmark;Other administrative records and related sources;Male;Total;2013;33505;;30239;1500;1185;581
Denmark;Other administrative records and related sources;Male;Permanent incapacity;2013;691;;594;44;38;15
Denmark;Other administrative records and related sources;Male;Temporary incapacity;2013;32814;;29645;1456;1147;566
Denmark;Other administrative records and related sources;Female;Total;2013;22236;;20361;658;858;359
Denmark;Other administrative records and related sources;Female;Permanent incapacity;2013;324;;292;11;15;6
Denmark;Other administrative records and related sources;Female;Temporary incapacity;2013;21912;;20069;647;843;353
Denmark;Other administrative records and related sources;Total;Total;2014;53960;;44983;2018;1783;5176
Denmark;Other administrative records and related sources;Total;Permanent incapacity;2014;983;;549;16;21;397
Denmark;Other administrative records and related sources;Total;Temporary incapacity;2014;52977;;44434;2002;1762;4779
Denmark;Other administrative records and related sources;Male;Total;2014;31920;;26605;1445;990;2880
Denmark;Other administrative records and related sources;Male;Permanent incapacity;2014;650;;380;8;15;247
Denmark;Other administrative records and related sources;Male;Temporary incapacity;2014;31270;;26225;1437;975;2633
Denmark;Other administrative records and related sources;Female;Total;2014;22040;;18378;573;793;2296
Denmark;Other administrative records and related sources;Female;Permanent incapacity;2014;333;;169;8;6;150
Denmark;Other administrative records and related sources;Female;Temporary incapacity;2014;21707;;18209;565;787;2146
Denmark;Other administrative records and related sources;Total;Total;2015;49369;;45161;2289;1913;6
Denmark;Other administrative records and related sources;Total;Permanent incapacity;2015;829;;727;45;57;0
Denmark;Other administrative records and related sources;Total;Temporary incapacity;2015;48540;;44434;2244;1856;6
Denmark;Other administrative records and related sources;Male;Total;2015;29993;;27112;1739;1136;6
Denmark;Other administrative records and related sources;Male;Permanent incapacity;2015;605;;529;36;40;0
Denmark;Other administrative records and related sources;Male;Temporary incapacity;2015;29388;;26583;1703;1096;6
Denmark;Other administrative records and related sources;Female;Total;2015;19376;;18049;550;777;0
Denmark;Other administrative records and related sources;Female;Permanent incapacity;2015;224;;198;9;17;0
Denmark;Other administrative records and related sources;Female;Temporary incapacity;2015;19152;;17851;541;760;0
Estonia;Labour inspectorate records;Total;Total;2010;3198;;;;;
Estonia;Labour inspectorate records;Male;Total;2010;2047;;;;;
Estonia;Labour inspectorate records;Female;Total;2010;1151;;;;;
Estonia;Labour inspectorate records;Total;Total;2011;3725;;;;;
Estonia;Labour inspectorate records;Total;Temporary incapacity;2011;3725;;;;;
Estonia;Labour inspectorate records;Male;Total;2011;2397;;;;;
Estonia;Labour inspectorate records;Male;Temporary incapacity;2011;2397;;;;;
Estonia;Labour inspectorate records;Female;Total;2011;1328;;;;;
Estonia;Labour inspectorate records;Female;Temporary incapacity;2011;1328;;;;;
Estonia;Labour inspectorate records;Total;Total;2012;4133;;;;;
Estonia;Labour inspectorate records;Total;Temporary incapacity;2012;4133;;;;;
Estonia;Labour inspectorate records;Male;Total;2012;2532;;;;;
Estonia;Labour inspectorate records;Male;Temporary incapacity;2012;2532;;;;;
Estonia;Labour inspectorate records;Female;Total;2012;1601;;;;;
Estonia;Labour inspectorate records;Female;Temporary incapacity;2012;1601;;;;;
Estonia;Labour inspectorate records;Total;Total;2013;6173;;5267;134;604;168
Estonia;Labour inspectorate records;Total;Permanent incapacity;2013;69;;50;2;15;2
Estonia;Labour inspectorate records;Total;Temporary incapacity;2013;6104;;5217;132;589;166
Estonia;Labour inspectorate records;Male;Total;2013;3799;;3192;95;398;114
Estonia;Labour inspectorate records;Male;Permanent incapacity;2013;58;;44;2;10;2
Estonia;Labour inspectorate records;Male;Temporary incapacity;2013;3741;;3148;93;388;112
Estonia;Labour inspectorate records;Female;Total;2013;2374;;2075;39;206;54
Estonia;Labour inspectorate records;Female;Permanent incapacity;2013;11;;6;0;5;0
Estonia;Labour inspectorate records;Female;Temporary incapacity;2013;2363;;2069;39;201;54
Estonia;Labour inspectorate records;Total;Total;2014;6290;;5457;149;567;117
Estonia;Labour inspectorate records;Total;Permanent incapacity;2014;64;;51;0;13;0
Estonia;Labour inspectorate records;Total;Temporary incapacity;2014;6226;;5406;149;554;117
Estonia;Labour inspectorate records;Male;Total;2014;4098;;3482;119;408;89
Estonia;Labour inspectorate records;Male;Permanent incapacity;2014;55;;42;0;13;0
Estonia;Labour inspectorate records;Male;Temporary incapacity;2014;4043;;3440;119;395;89
Estonia;Labour inspectorate records;Female;Total;2014;2192;;1975;30;159;28
Estonia;Labour inspectorate records;Female;Permanent incapacity;2014;9;;9;0;0;0
Estonia;Labour inspectorate records;Female;Temporary incapacity;2014;2183;;1966;30;159;28
Estonia;Labour inspectorate records;Total;Total;2015;6296;;5598;64;514;120
Estonia;Labour inspectorate records;Total;Permanent incapacity;2015;49;;37;0;12;0
Estonia;Labour inspectorate records;Total;Temporary incapacity;2015;6247;;5561;64;502;120
Estonia;Labour inspectorate records;Male;Total;2015;4349;;3799;54;401;95
Estonia;Labour inspectorate records;Male;Permanent incapacity;2015;43;;33;0;10;0
Estonia;Labour inspectorate records;Male;Temporary incapacity;2015;4306;;3766;54;391;95
Estonia;Labour inspectorate records;Female;Total;2015;1947;;1799;10;113;25
Estonia;Labour inspectorate records;Female;Permanent incapacity;2015;6;;4;0;2;0
Estonia;Labour inspectorate records;Female;Temporary incapacity;2015;1941;;1795;10;111;25
Estonia;Labour inspectorate records;Total;Total;2016;5055;;;;;
Estonia;Labour inspectorate records;Total;Temporary incapacity;2016;5055;;;;;
Estonia;Labour inspectorate records;Male;Total;2016;3289;;;;;
Estonia;Labour inspectorate records;Male;Temporary incapacity;2016;3289;;;;;
Estonia;Labour inspectorate records;Female;Total;2016;1766;;;;;
Estonia;Labour inspectorate records;Female;Temporary incapacity;2016;1766;;;;;
Finland;Other administrative records and related sources;Total;Total;2010;48264;;47880;157;220;7
Finland;Other administrative records and related sources;Total;Permanent incapacity;2010;1160;;1148;8;4;0
Finland;Other administrative records and related sources;Total;Temporary incapacity;2010;47104;;46732;149;216;7
Finland;Other administrative records and related sources;Male;Total;2010;33623;;33313;125;180;5
Finland;Other administrative records and related sources;Male;Permanent incapacity;2010;911;;903;6;2;0
Finland;Other administrative records and related sources;Male;Temporary incapacity;2010;32712;;32410;119;178;5
Finland;Other administrative records and related sources;Female;Total;2010;14641;;14567;32;40;2
Finland;Other administrative records and related sources;Female;Permanent incapacity;2010;249;;245;2;2;0
Finland;Other administrative records and related sources;Female;Temporary incapacity;2010;14392;;14322;30;38;2
Finland;Other administrative records and related sources;Total;Total;2011;52904;;52484;206;206;8
Finland;Other administrative records and related sources;Total;Permanent incapacity;2011;1211;;1203;4;4;0
Finland;Other administrative records and related sources;Total;Temporary incapacity;2011;51693;;51281;202;202;8
Finland;Other administrative records and related sources;Male;Total;2011;37192;;36855;169;162;6
Finland;Other administrative records and related sources;Male;Permanent incapacity;2011;932;;928;2;2;0
Finland;Other administrative records and related sources;Male;Temporary incapacity;2011;36260;;35927;167;160;6
Finland;Other administrative records and related sources;Female;Total;2011;15712;;15629;37;44;2
Finland;Other administrative records and related sources;Female;Permanent incapacity;2011;279;;275;2;2;0
Finland;Other administrative records and related sources;Female;Temporary incapacity;2011;15433;;15354;35;42;2
Finland;Other administrative records and related sources;Total;Total;2012;46924;;46477;196;244;7
Finland;Other administrative records and related sources;Total;Permanent incapacity;2012;1106;;1096;4;6;0
Finland;Other administrative records and related sources;Total;Temporary incapacity;2012;45818;;45381;192;238;7
Finland;Other administrative records and related sources;Male;Total;2012;32332;;31978;156;191;7
Finland;Other administrative records and related sources;Male;Permanent incapacity;2012;868;;860;2;6;0
Finland;Other administrative records and related sources;Male;Temporary incapacity;2012;31464;;31118;154;185;7
Finland;Other administrative records and related sources;Female;Total;2012;14592;;14499;40;53;0
Finland;Other administrative records and related sources;Female;Permanent incapacity;2012;238;;236;2;0;0
Finland;Other administrative records and related sources;Female;Temporary incapacity;2012;14354;;14263;38;53;0
Finland;Other administrative records and related sources;Total;Total;2013;47431;;47075;171;183;2
Finland;Other administrative records and related sources;Total;Permanent incapacity;2013;1123;;1115;6;2;0
Finland;Other administrative records and related sources;Total;Temporary incapacity;2013;46308;;45960;165;181;2
Finland;Other administrative records and related sources;Male;Total;2013;32629;;32338;141;148;2
Finland;Other administrative records and related sources;Male;Permanent incapacity;2013;850;;842;6;2;0
Finland;Other administrative records and related sources;Male;Temporary incapacity;2013;31779;;31496;135;146;2
Finland;Other administrative records and related sources;Female;Total;2013;14802;;14737;30;35;0
Finland;Other administrative records and related sources;Female;Permanent incapacity;2013;273;;273;0;0;0
Finland;Other administrative records and related sources;Female;Temporary incapacity;2013;14529;;14464;30;35;0
Finland;Other administrative records and related sources;Total;Total;2014;44436;;44107;147;180;2
Finland;Other administrative records and related sources;Total;Permanent incapacity;2014;1077;;1071;4;2;0
Finland;Other administrative records and related sources;Total;Temporary incapacity;2014;43359;;43036;143;178;2
Finland;Other administrative records and related sources;Male;Total;2014;30522;;30267;121;134;0
Finland;Other administrative records and related sources;Male;Permanent incapacity;2014;805;;801;2;2;0
Finland;Other administrative records and related sources;Male;Temporary incapacity;2014;29717;;29466;119;132;0
Finland;Other administrative records and related sources;Female;Total;2014;13914;;13840;26;46;2
Finland;Other administrative records and related sources;Female;Permanent incapacity;2014;272;;270;2;0;0
Finland;Other administrative records and related sources;Female;Temporary incapacity;2014;13642;;13570;24;46;2
Finland;Other administrative records and related sources;Total;Total;2015;42070;;41645;203;222;0
Finland;Other administrative records and related sources;Total;Permanent incapacity;2015;1071;;1065;2;4;0
Finland;Other administrative records and related sources;Total;Temporary incapacity;2015;40999;;40580;201;218;0
Finland;Other administrative records and related sources;Male;Total;2015;28266;;27922;166;178;0
Finland;Other administrative records and related sources;Male;Permanent incapacity;2015;804;;800;2;2;0
Finland;Other administrative records and related sources;Male;Temporary incapacity;2015;27462;;27122;164;176;0
Finland;Other administrative records and related sources;Female;Total;2015;13804;;13723;37;44;0
Finland;Other administrative records and related sources;Female;Permanent incapacity;2015;267;;265;0;2;0
Finland;Other administrative records and related sources;Female;Temporary incapacity;2015;13537;;13458;37;42;0
France;Insurance records;Total;Total;2010;592992;;508768;13844;34942;35438
France;Insurance records;Total;Permanent incapacity;2010;29487;;24043;965;2465;2014
France;Insurance records;Total;Temporary incapacity;2010;563505;;484725;12879;32477;33424
France;Insurance records;Male;Total;2010;405196;;345323;10927;25280;23666
France;Insurance records;Male;Permanent incapacity;2010;19703;;15821;754;1807;1321
France;Insurance records;Male;Temporary incapacity;2010;385493;;329502;10173;23473;22345
France;Insurance records;Female;Total;2010;187796;;163445;2917;9662;11772
France;Insurance records;Female;Permanent incapacity;2010;9784;;8222;211;658;693
France;Insurance records;Female;Temporary incapacity;2010;178012;;155223;2706;9004;11079
France;Insurance records;Total;Total;2011;611797;;526403;17124;34960;33310
France;Insurance records;Total;Permanent incapacity;2011;31641;;25890;996;2639;2116
France;Insurance records;Total;Temporary incapacity;2011;580156;;500513;16128;32321;31194
France;Insurance records;Male;Total;2011;415797;;355168;13199;25580;21850
France;Insurance records;Male;Permanent incapacity;2011;20918;;16802;797;1981;1338
France;Insurance records;Male;Temporary incapacity;2011;394879;;338366;12402;23599;20512
France;Insurance records;Female;Total;2011;196000;;171235;3925;9380;11460
France;Insurance records;Female;Permanent incapacity;2011;10723;;9088;199;658;778
France;Insurance records;Female;Temporary incapacity;2011;185277;;162147;3726;8722;10682
France;Insurance records;Total;Total;2012;587090;;507740;15447;34263;29640
France;Insurance records;Total;Permanent incapacity;2012;30202;;24648;1258;2527;1769
France;Insurance records;Total;Temporary incapacity;2012;556888;;483092;14189;31736;27871
France;Insurance records;Male;Total;2012;393659;;338547;11046;24373;19693
France;Insurance records;Male;Permanent incapacity;2012;19853;;15994;895;1797;1167
France;Insurance records;Male;Temporary incapacity;2012;373806;;322553;10151;22576;18526
France;Insurance records;Female;Total;2012;193431;;169193;4401;9890;9947
France;Insurance records;Female;Permanent incapacity;2012;10349;;8654;363;730;602
France;Insurance records;Female;Temporary incapacity;2012;183082;;160539;4038;9160;9345
France;Insurance records;Total;Total;2013;567407;;418469;18910;26803;103225
France;Insurance records;Total;Permanent incapacity;2013;30438;;22048;1116;2093;5181
France;Insurance records;Total;Temporary incapacity;2013;536969;;396421;17794;24710;98044
France;Insurance records;Male;Total;2013;375263;;276216;13107;19031;66909
France;Insurance records;Male;Permanent incapacity;2013;19781;;14187;800;1491;3303
France;Insurance records;Male;Temporary incapacity;2013;355482;;262029;12307;17540;63606
France;Insurance records;Female;Total;2013;192144;;142253;5803;7772;36316
France;Insurance records;Female;Permanent incapacity;2013;10657;;7861;316;602;1878
France;Insurance records;Female;Temporary incapacity;2013;181487;;134392;5487;7170;34438
France;Insurance records;Total;Total;2014;724662;;459554;20731;27737;216640
France;Insurance records;Total;Permanent incapacity;2014;44061;;25114;1357;2255;15335
France;Insurance records;Total;Temporary incapacity;2014;680601;;434440;19374;25482;201305
France;Insurance records;Male;Total;2014;454998;;303335;14377;19711;117575
France;Insurance records;Male;Permanent incapacity;2014;26972;;16379;969;1701;7923
France;Insurance records;Male;Temporary incapacity;2014;428026;;286956;13408;18010;109652
France;Insurance records;Female;Total;2014;269664;;156219;6354;8026;99065
France;Insurance records;Female;Permanent incapacity;2014;17089;;8735;388;554;7412
France;Insurance records;Female;Temporary incapacity;2014;252575;;147484;5966;7472;91653
France;Insurance records;Total;Total;2015;731120;;33298;1688;2244;693890
France;Insurance records;Total;Permanent incapacity;2015;46813;;4698;340;560;41215
France;Insurance records;Total;Temporary incapacity;2015;684307;;28600;1348;1684;652675
France;Insurance records;Male;Total;2015;454222;;25295;1299;1904;425724
France;Insurance records;Male;Permanent incapacity;2015;28259;;3341;267;481;24170
France;Insurance records;Male;Temporary incapacity;2015;425963;;21954;1032;1423;401554
France;Insurance records;Female;Total;2015;276898;;8003;389;340;268166
France;Insurance records;Female;Permanent incapacity;2015;18554;;1357;73;79;17045
