Reference area;Source type;Sex;Time;Total;Migrants;Non migrants;EU Migrants;Migrants excluding EU;Unknown
Iceland;Other administrative records and related sources;Male;2015;1226;;;;;
Iceland;Other administrative records and related sources;Female;2015;711;;;;;
Ireland;Labour inspectorate records;Total;2010;19218;;16180;2416;548;74
Ireland;Labour inspectorate records;Male;2010;13242;;11073;1788;340;41
Ireland;Labour inspectorate records;Female;2010;5976;;5107;628;208;33
Ireland;Labour inspectorate records;Total;2011;16693;;13729;2259;551;154
Ireland;Labour inspectorate records;Male;2011;11326;;9267;1654;315;90
Ireland;Labour inspectorate records;Female;2011;5367;;4462;605;236;64
Ireland;Labour inspectorate records;Total;2012;15201;;12380;2152;582;87
Ireland;Labour inspectorate records;Male;2012;8914;;7121;1493;256;44
Ireland;Labour inspectorate records;Female;2012;6287;;5259;659;326;43
Ireland;Labour inspectorate records;Total;2013;17969;;14320;2917;659;73
Ireland;Labour inspectorate records;Male;2013;11690;;9208;2047;400;35
Ireland;Labour inspectorate records;Female;2013;6279;;5112;870;259;38
Ireland;Labour inspectorate records;Total;2014;18087;;14827;2692;510;58
Ireland;Labour inspectorate records;Male;2014;12503;;10168;2009;281;45
Ireland;Labour inspectorate records;Female;2014;5584;;4659;683;229;13
Ireland;Labour inspectorate records;Total;2015;16484;;13519;2491;410;64
Ireland;Labour inspectorate records;Male;2015;11585;;9498;1808;238;41
Ireland;Labour inspectorate records;Female;2015;4899;;4021;683;172;23
Isle of Man;Labour inspectorate records;Total;2016;187;;;;;
Israel;Insurance records;Total;2010;62519;;;;;
Israel;Insurance records;Male;2010;44247;;;;;
Israel;Insurance records;Female;2010;18272;;;;;
Israel;Insurance records;Total;2011;63924;;;;;
Israel;Insurance records;Male;2011;44928;;;;;
Israel;Insurance records;Female;2011;18996;;;;;
Israel;Insurance records;Total;2012;66264;;;;;
Israel;Insurance records;Male;2012;46782;;;;;
Israel;Insurance records;Female;2012;19482;;;;;
Israel;Labour inspectorate records;Total;2014;68031;;;;;
Israel;Labour inspectorate records;Male;2014;48178;;;;;
Israel;Labour inspectorate records;Female;2014;19853;;;;;
Israel;Labour inspectorate records;Total;2016;71357;;;;;
Israel;Labour inspectorate records;Male;2016;48786;;;;;
Israel;Labour inspectorate records;Female;2016;22571;;;;;
Israel;Insurance records;Total;2017;68351;;;;;
Israel;Insurance records;Male;2017;46434;;;;;
Israel;Insurance records;Female;2017;21917;;;;;
Israel;Insurance records;Total;2018;67836;;;;;
Israel;Insurance records;Male;2018;46074;;;;;
Israel;Insurance records;Female;2018;21762;;;;;
Italy;Insurance records;Total;2010;437821;;0;0;0;437821
Italy;Insurance records;Male;2010;327813;;0;0;0;327813
Italy;Insurance records;Female;2010;110008;;0;0;0;110008
Italy;Insurance records;Total;2011;405888;;0;0;0;405888
Italy;Insurance records;Male;2011;302711;;0;0;0;302711
Italy;Insurance records;Female;2011;103177;;0;0;0;103177
Italy;Insurance records;Total;2012;359363;;0;0;0;359363
Italy;Insurance records;Male;2012;264894;;0;0;0;264894
Italy;Insurance records;Female;2012;94469;;0;0;0;94469
Italy;Insurance records;Total;2013;329405;;0;0;0;329405
Italy;Insurance records;Male;2013;240541;;0;0;0;240541
Italy;Insurance records;Female;2013;88864;;0;0;0;88864
Italy;Insurance records;Total;2014;313312;;0;0;0;313312
Italy;Insurance records;Male;2014;226263;;0;0;0;226263
Italy;Insurance records;Female;2014;87049;;0;0;0;87049
Italy;Insurance records;Total;2015;295162;;0;0;0;295162
Italy;Insurance records;Male;2015;215187;;0;0;0;215187
Italy;Insurance records;Female;2015;79975;;0;0;0;79975
Italy;Insurance records;Total;2016;291137;;;;;
Italy;Insurance records;Male;2016;211512;;;;;
Italy;Insurance records;Female;2016;79625;;;;;
Japan;Establishment survey;Total;2011;116934;;;;;
Japan;Establishment survey;Total;2012;118483;;;;;
Japan;Establishment survey;Total;2013;117127;;;;;
Japan;Establishment survey;Total;2014;118478;;;;;
Japan;Establishment survey;Total;2015;115339;;;;;
Kazakhstan;Establishment or business register;Total;2013;2623;;;;;
Kazakhstan;Establishment or business register;Male;2013;2177;;;;;
Kazakhstan;Establishment or business register;Female;2013;446;;;;;
Kazakhstan;Establishment or business register;Total;2015;2307;;;;;
Kazakhstan;Establishment or business register;Male;2015;1877;;;;;
Kazakhstan;Establishment or business register;Female;2015;430;;;;;
Kazakhstan;Establishment or business register;Total;2017;2045;;;;;
Kazakhstan;Establishment or business register;Male;2017;1648;;;;;
Kazakhstan;Establishment or business register;Female;2017;397;;;;;
Kyrgyzstan;Labour inspectorate records;Total;2013;191;;;;;
Kyrgyzstan;Labour inspectorate records;Male;2013;149;;;;;
Kyrgyzstan;Labour inspectorate records;Female;2013;42;;;;;
Kyrgyzstan;Labour inspectorate records;Total;2015;113;;;;;
Kyrgyzstan;Labour inspectorate records;Male;2015;90;;;;;
Kyrgyzstan;Labour inspectorate records;Female;2015;23;;;;;
Latvia;Labour inspectorate records;Total;2010;1195;;1195;0;0;
Latvia;Labour inspectorate records;Male;2010;767;;767;0;0;
Latvia;Labour inspectorate records;Female;2010;428;;428;0;0;
Latvia;Labour inspectorate records;Total;2011;1353;;1243;42;39;29
Latvia;Labour inspectorate records;Male;2011;903;;818;34;31;20
Latvia;Labour inspectorate records;Female;2011;450;;425;8;8;9
Latvia;Labour inspectorate records;Total;2012;1506;;1393;30;34;49
Latvia;Labour inspectorate records;Male;2012;977;;902;15;20;40
Latvia;Labour inspectorate records;Female;2012;529;;491;15;14;9
Latvia;Labour inspectorate records;Total;2013;1707;;1570;33;33;71
Latvia;Labour inspectorate records;Male;2013;1113;;1018;22;22;51
Latvia;Labour inspectorate records;Female;2013;594;;552;11;11;20
Latvia;Labour inspectorate records;Total;2014;1724;;1502;18;22;182
Latvia;Labour inspectorate records;Male;2014;1154;;1003;12;20;119
Latvia;Labour inspectorate records;Female;2014;570;;499;6;2;63
Latvia;Labour inspectorate records;Total;2015;1708;;1381;51;18;258
Latvia;Labour inspectorate records;Male;2015;1084;;864;34;16;170
Latvia;Labour inspectorate records;Female;2015;624;;517;17;2;88
Latvia;Labour inspectorate records;Total;2016;1811;;;;;
Latvia;Labour inspectorate records;Male;2016;1150;;;;;
Latvia;Labour inspectorate records;Female;2016;661;;;;;
Lithuania;Labour inspectorate records;Total;2010;2266;;2252;7;7;
Lithuania;Labour inspectorate records;Male;2010;1479;;1469;5;5;
Lithuania;Labour inspectorate records;Female;2010;787;;783;2;2;
Lithuania;Labour inspectorate records;Total;2011;2625;;2605;4;16;
Lithuania;Labour inspectorate records;Male;2011;1732;;1718;0;14;
Lithuania;Labour inspectorate records;Female;2011;893;;887;4;2;
Lithuania;Labour inspectorate records;Total;2012;2809;;2695;10;22;82
Lithuania;Labour inspectorate records;Male;2012;1824;;1748;8;15;53
Lithuania;Labour inspectorate records;Female;2012;985;;947;2;7;29
Lithuania;Labour inspectorate records;Total;2013;3043;;2987;7;10;39
Lithuania;Labour inspectorate records;Male;2013;1955;;1916;7;10;22
Lithuania;Labour inspectorate records;Female;2013;1088;;1071;0;0;17
Lithuania;Labour inspectorate records;Total;2014;3117;;3094;4;15;4
Lithuania;Labour inspectorate records;Male;2014;2024;;2011;2;9;2
Lithuania;Labour inspectorate records;Female;2014;1093;;1083;2;6;2
Lithuania;Labour inspectorate records;Total;2015;3278;;3259;4;13;2
Lithuania;Labour inspectorate records;Male;2015;2107;;2092;2;11;2
Lithuania;Labour inspectorate records;Female;2015;1171;;1167;2;2;
Luxembourg;Insurance records;Total;2010;6983;;1090;5524;369;
Luxembourg;Insurance records;Male;2010;5665;;784;4580;301;
Luxembourg;Insurance records;Female;2010;1318;;306;944;68;
Luxembourg;Insurance records;Total;2011;7130;;1075;5684;371;
Luxembourg;Insurance records;Male;2011;5794;;794;4711;289;
Luxembourg;Insurance records;Female;2011;1336;;281;973;82;
Luxembourg;Insurance records;Total;2012;7163;;1111;5691;361;
Luxembourg;Insurance records;Male;2012;5687;;740;4670;277;
Luxembourg;Insurance records;Female;2012;1476;;371;1021;84;
Luxembourg;Insurance records;Total;2013;7055;;1133;5575;347;
Luxembourg;Insurance records;Male;2013;5619;;788;4560;271;
Luxembourg;Insurance records;Female;2013;1436;;345;1015;76;
Luxembourg;Insurance records;Total;2014;7183;;1129;5675;379;
Luxembourg;Insurance records;Male;2014;5701;;812;4588;301;
Luxembourg;Insurance records;Female;2014;1482;;317;1087;78;
Luxembourg;Insurance records;Total;2015;7359;;1118;5859;382;
Luxembourg;Insurance records;Male;2015;5768;;748;4733;287;
Luxembourg;Insurance records;Female;2015;1591;;370;1126;95;
Macau, China;Labour inspectorate records;Total;2010;5865;1557;4308;;;
Macau, China;Labour inspectorate records;Male;2010;2991;945;2046;;;
Macau, China;Labour inspectorate records;Female;2010;2874;612;2262;;;
Macau, China;Labour inspectorate records;Total;2011;6412;1823;4589;;;
Macau, China;Labour inspectorate records;Male;2011;3229;1097;2132;;;
Macau, China;Labour inspectorate records;Female;2011;3183;726;2457;;;
Macau, China;Labour inspectorate records;Total;2012;7105;2318;4787;;;
Macau, China;Labour inspectorate records;Male;2012;3599;1406;2193;;;
Macau, China;Labour inspectorate records;Female;2012;3506;912;2594;;;
Macau, China;Labour inspectorate records;Total;2013;7098;2740;4358;;;
Macau, China;Labour inspectorate records;Male;2013;3644;1800;1844;;;
Macau, China;Labour inspectorate records;Female;2013;3454;940;2514;;;
Macau, China;Labour inspectorate records;Total;2014;7304;3249;4055;;;
Macau, China;Labour inspectorate records;Male;2014;3878;2241;1637;;;
Macau, China;Labour inspectorate records;Female;2014;3426;1008;2418;;;
Macau, China;Labour inspectorate records;Total;2015;7401;3304;4097;;;
Macau, China;Labour inspectorate records;Male;2015;3979;2309;1670;;;
Macau, China;Labour inspectorate records;Female;2015;3422;995;2427;;;
Macau, China;Labour inspectorate records;Total;2016;7370;3181;4189;;;
Macau, China;Labour inspectorate records;Male;2016;3799;2121;1678;;;
Macau, China;Labour inspectorate records;Female;2016;3571;1060;2511;;;
Malaysia;Insurance records;Total;2011;43057;;;;;
Malaysia;Insurance records;Male;2011;36670;;;;;
Malaysia;Insurance records;Female;2011;6387;;;;;
Malaysia;Insurance records;Total;2012;41320;;;;;
Malaysia;Insurance records;Male;2012;35049;;;;;
Malaysia;Insurance records;Female;2012;6271;;;;;
Malaysia;Other administrative records and related sources;Total;2013;41454;;;;;
Malaysia;Other administrative records and related sources;Male;2013;35037;;;;;
Malaysia;Other administrative records and related sources;Female;2013;6417;;;;;
Malaysia;Other administrative records and related sources;Total;2015;39048;;;;;
Malaysia;Other administrative records and related sources;Male;2015;32698;;;;;
Malaysia;Other administrative records and related sources;Female;2015;6350;;;;;
Malaysia;Other administrative records and related sources;Total;2017;39324;;;;;
Malaysia;Other administrative records and related sources;Male;2017;32794;;;;;
Malaysia;Other administrative records and related sources;Female;2017;6530;;;;;
Malaysia;Other administrative records and related sources;Total;2018;;;40553;;;
Malaysia;Other administrative records and related sources;Male;2018;;;33620;;;
Malaysia;Other administrative records and related sources;Female;2018;;;6933;;;
Malta;Other administrative records and related sources;Total;2010;2702;;2622;35;45;
Malta;Other administrative records and related sources;Male;2010;2321;;2248;30;43;
Malta;Other administrative records and related sources;Female;2010;381;;374;5;2;
Malta;Other administrative records and related sources;Total;2011;2459;;2372;32;55;
Malta;Other administrative records and related sources;Male;2011;2109;;2032;26;51;
Malta;Other administrative records and related sources;Female;2011;350;;340;6;4;
Malta;Other administrative records and related sources;Total;2012;2528;;2427;35;66;
Malta;Other administrative records and related sources;Male;2012;2163;;2084;20;59;
Malta;Other administrative records and related sources;Female;2012;365;;343;15;7;
Malta;Other administrative records and related sources;Total;2013;2602;;2474;57;71;
Malta;Other administrative records and related sources;Male;2013;2165;;2061;41;63;
Malta;Other administrative records and related sources;Female;2013;437;;413;16;8;
Malta;Other administrative records and related sources;Total;2014;2633;;2460;72;101;
Malta;Other administrative records and related sources;Male;2014;2236;;2091;55;90;
Malta;Other administrative records and related sources;Female;2014;397;;369;17;11;
Malta;Other administrative records and related sources;Total;2015;2288;;2127;63;98;
Malta;Other administrative records and related sources;Male;2015;1920;;1791;45;84;
Malta;Other administrative records and related sources;Female;2015;368;;336;18;14;
Malta;Other administrative records and related sources;Total;2016;3220;329;2891;;;
Malta;Other administrative records and related sources;Male;2016;2552;250;2302;;;
Malta;Other administrative records and related sources;Female;2016;668;79;589;;;
Mauritius;Insurance records;Total;2011;1407;;;;;
Mauritius;Insurance records;Male;2011;1274;;;;;
Mauritius;Insurance records;Female;2011;133;;;;;
Mauritius;Insurance records;Total;2012;1083;;;;;
Mauritius;Insurance records;Male;2012;1008;;;;;
Mauritius;Insurance records;Female;2012;75;;;;;
Mauritius;Insurance records;Total;2015;1036;;;;;
Mauritius;Insurance records;Male;2015;899;;;;;
Mauritius;Insurance records;Female;2015;137;;;;;
Mauritius;Insurance records;Total;2016;1101;;;;;
Mauritius;Insurance records;Male;2016;974;;;;;
Mauritius;Insurance records;Female;2016;127;;;;;
Mauritius;Insurance records;Total;2018;1026;2;1024;;;
Mauritius;Insurance records;Male;2018;925;1;924;;;
Mauritius;Insurance records;Female;2018;101;1;100;;;
Mexico;Insurance records;Total;2010;506528;;;;;
Mexico;Insurance records;Male;2010;332538;;;;;
Mexico;Insurance records;Female;2010;163999;;;;;
Mexico;Insurance records;Total;2011;536322;;;;;
Mexico;Insurance records;Male;2011;354773;;;;;
Mexico;Insurance records;Female;2011;175967;;;;;
Mexico;Insurance records;Total;2012;557782;;;;;
Mexico;Insurance records;Male;2012;368686;;;;;
Mexico;Insurance records;Female;2012;186062;;;;;
Mexico;Insurance records;Total;2013;542373;;;;;
Mexico;Insurance records;Male;2013;357539;;;;;
Mexico;Insurance records;Female;2013;184834;;;;;
Mexico;Insurance records;Total;2014;527844;;;;;
Mexico;Insurance records;Male;2014;348650;;;;;
Mexico;Insurance records;Female;2014;179194;;;;;
Mexico;Insurance records;Total;2015;549542;;;;;
Mexico;Insurance records;Male;2015;360195;;;;;
Mexico;Insurance records;Female;2015;189347;;;;;
Mexico;Insurance records;Total;2016;529356;;;;;
Mexico;Insurance records;Male;2016;342534;;;;;
Mexico;Insurance records;Female;2016;186822;;;;;
Mexico;Insurance records;Total;2017;562849;;;;;
Mexico;Insurance records;Male;2017;359374;;;;;
Mexico;Insurance records;Female;2017;203475;;;;;
Moldova, Republic of;Establishment survey;Total;2010;530;;;;;
Moldova, Republic of;Establishment survey;Male;2010;335;;;;;
Moldova, Republic of;Establishment survey;Female;2010;195;;;;;
Moldova, Republic of;Establishment survey;Total;2011;425;;;;;
Moldova, Republic of;Establishment survey;Male;2011;317;;;;;
Moldova, Republic of;Establishment survey;Female;2011;108;;;;;
Moldova, Republic of;Establishment survey;Total;2012;405;;;;;
Moldova, Republic of;Establishment survey;Male;2012;243;;;;;
Moldova, Republic of;Establishment survey;Female;2012;162;;;;;
Moldova, Republic of;Establishment survey;Total;2013;563;;;;;
Moldova, Republic of;Establishment survey;Male;2013;416;;;;;
Moldova, Republic of;Establishment survey;Female;2013;147;;;;;
Moldova, Republic of;Establishment survey;Total;2014;491;;;;;
Moldova, Republic of;Establishment survey;Male;2014;391;;;;;
Moldova, Republic of;Establishment survey;Female;2014;100;;;;;
Moldova, Republic of;Establishment survey;Total;2015;408;;;;;
Moldova, Republic of;Establishment survey;Male;2015;313;;;;;
Moldova, Republic of;Establishment survey;Female;2015;95;;;;;
Moldova, Republic of;Establishment survey;Total;2016;342;;;;;
Moldova, Republic of;Establishment survey;Male;2016;206;;;;;
Moldova, Republic of;Establishment survey;Female;2016;136;;;;;
Moldova, Republic of;Establishment survey;Total;2017;407;;;;;
Moldova, Republic of;Establishment survey;Male;2017;267;;;;;
Moldova, Republic of;Establishment survey;Female;2017;140;;;;;
Moldova, Republic of;Establishment survey;Total;2018;465;;;;;
Moldova, Republic of;Establishment survey;Total;2019;457;;;;;
Moldova, Republic of;Establishment survey;Male;2019;315;;;;;
Moldova, Republic of;Establishment survey;Female;2019;142;;;;;
Mongolia;Official estimate;Total;2016;301;;;;;
Mongolia;Official estimate;Total;2017;305;;;;;
Mongolia;Official estimate;Total;2018;253;;;;;
Mongolia;Official estimate;Total;2019;284;;;;;
Myanmar;Labour inspectorate records;Total;2010;46;;;;;
Myanmar;Labour inspectorate records;Male;2010;40;;;;;
Myanmar;Labour inspectorate records;Female;2010;6;;;;;
Myanmar;Labour inspectorate records;Total;2011;70;;;;;
Myanmar;Labour inspectorate records;Male;2011;57;;;;;
Myanmar;Labour inspectorate records;Female;2011;13;;;;;
Myanmar;Labour inspectorate records;Total;2012;40;;;;;
Myanmar;Labour inspectorate records;Male;2012;30;;;;;
Myanmar;Labour inspectorate records;Female;2012;10;;;;;
Myanmar;Labour inspectorate records;Total;2013;34;;;;;
Myanmar;Labour inspectorate records;Male;2013;29;;;;;
Myanmar;Labour inspectorate records;Female;2013;5;;;;;
Myanmar;Labour inspectorate records;Total;2014;46;;;;;
Myanmar;Labour inspectorate records;Male;2014;34;;;;;
Myanmar;Labour inspectorate records;Female;2014;12;;;;;
Myanmar;Labour inspectorate records;Total;2015;103;;;;;
Myanmar;Labour inspectorate records;Male;2015;89;;;;;
Myanmar;Labour inspectorate records;Female;2015;14;;;;;
Myanmar;Labour inspectorate records;Total;2016;177;;;;;
Myanmar;Labour inspectorate records;Male;2016;127;;;;;
Myanmar;Labour inspectorate records;Female;2016;50;;;;;
Myanmar;Labour inspectorate records;Total;2017;154;;;;;
Myanmar;Labour inspectorate records;Male;2017;126;;;;;
Myanmar;Labour inspectorate records;Female;2017;28;;;;;
Myanmar;Labour inspectorate records;Total;2018;185;;;;;
Myanmar;Labour inspectorate records;Male;2018;135;;;;;
Myanmar;Labour inspectorate records;Female;2018;50;;;;;
Myanmar;Labour inspectorate records;Total;2019;109;;109;;;
Myanmar;Labour inspectorate records;Male;2019;84;;84;;;
Myanmar;Labour inspectorate records;Female;2019;25;;25;;;
Netherlands;Insurance records;Total;2010;183005;;183005;0;0;
Netherlands;Insurance records;Male;2010;120995;;120995;0;0;
Netherlands;Insurance records;Female;2010;62010;;62010;0;0;
Netherlands;Insurance records;Total;2011;170615;;162799;4146;2416;1254
Netherlands;Insurance records;Male;2011;102563;;97134;2260;1915;1254
Netherlands;Insurance records;Female;2011;68052;;65665;1886;501;
Netherlands;Insurance records;Total;2012;165433;;158107;5087;2013;226
Netherlands;Insurance records;Male;2012;113438;;107121;4725;1592;
Netherlands;Insurance records;Female;2012;51995;;50986;362;421;226
Netherlands;Insurance records;Total;2013;152214;;147745;1557;2552;360
Netherlands;Insurance records;Male;2013;101189;;98444;724;2021;
Netherlands;Insurance records;Female;2013;51025;;49301;833;531;360
Netherlands;Insurance records;Total;2014;87349;;84562;942;1845;
Netherlands;Insurance records;Male;2014;54953;;53146;665;1142;
Netherlands;Insurance records;Female;2014;32396;;31416;277;703;
Netherlands;Insurance records;Total;2015;72830;;70777;711;1094;248
Netherlands;Insurance records;Male;2015;47052;;45827;558;419;248
Netherlands;Insurance records;Female;2015;25778;;24950;153;675;
Netherlands;Insurance records;Total;2016;367500;;;;;
Netherlands;Insurance records;Male;2016;214500;;;;;
Netherlands;Insurance records;Female;2016;153000;;;;;
New Caledonia;Insurance records;Total;2010;4980;;;;;
New Caledonia;Insurance records;Total;2011;4757;;;;;
New Caledonia;Insurance records;Total;2012;4291;;;;;
New Caledonia;Insurance records;Total;2013;4064;;;;;
New Caledonia;Insurance records;Total;2014;4126;;;;;
New Caledonia;Insurance records;Total;2015;4141;;;;;
New Zealand;Insurance records;Total;2010;20229;;;;;
New Zealand;Insurance records;Male;2010;14814;;;;;
New Zealand;Insurance records;Female;2010;5415;;;;;
New Zealand;Insurance records;Total;2012;15369;;;;;
New Zealand;Insurance records;Male;2012;11919;;;;;
New Zealand;Insurance records;Female;2012;3450;;;;;
Nicaragua;Other administrative records and related sources;Total;2010;25838;;;;;
Nicaragua;Other administrative records and related sources;Male;2010;17144;;;;;
Nicaragua;Other administrative records and related sources;Female;2010;8694;;;;;
Norway;Labour inspectorate records;Total;2010;38662;;36456;1566;595;45
Norway;Labour inspectorate records;Male;2010;23128;;21530;1198;370;30
Norway;Labour inspectorate records;Female;2010;15534;;14926;368;225;15
Norway;Labour inspectorate records;Total;2011;17414;;16112;963;311;28
Norway;Labour inspectorate records;Male;2011;16015;;15066;738;193;18
Norway;Labour inspectorate records;Female;2011;1399;;1046;225;118;10
Norway;Labour inspectorate records;Total;2012;45680;;42789;2163;685;43
Norway;Labour inspectorate records;Male;2012;26362;;24336;1608;385;33
Norway;Labour inspectorate records;Female;2012;19318;;18453;555;300;10
Norway;Labour inspectorate records;Total;2013;22807;;20979;1451;355;22
Norway;Labour inspectorate records;Male;2013;12946;;11706;1012;211;17
Norway;Labour inspectorate records;Female;2013;9861;;9273;439;144;5
Norway;Labour inspectorate records;Total;2014;10108;;7075;1015;270;1748
Norway;Labour inspectorate records;Male;2014;6243;;4275;775;169;1024
Norway;Labour inspectorate records;Female;2014;3865;;2800;240;101;724
Norway;Labour inspectorate records;Total;2015;10786;;7479;1139;305;1863
Norway;Labour inspectorate records;Male;2015;6637;;4512;882;197;1046
Norway;Labour inspectorate records;Female;2015;4149;;2967;257;108;817
Occupied Palestinian Territory;Other administrative records and related sources;Total;2013;732;;;;;
Occupied Palestinian Territory;Other administrative records and related sources;Male;2013;725;;;;;
Occupied Palestinian Territory;Other administrative records and related sources;Female;2013;7;;;;;
Occupied Palestinian Territory;Other administrative records and related sources;Total;2015;643;;;;;
Pakistan;Labour force survey;Total;2018;2308567;2018075;290492;;;
Pakistan;Labour force survey;Male;2018;2110109;1837880;272229;;;
Pakistan;Labour force survey;Female;2018;198458;180195;18264;;;
Panama;Labour inspectorate records;Total;2010;40;;;;;
Panama;Labour inspectorate records;Male;2010;36;;;;;
Panama;Labour inspectorate records;Female;2010;4;;;;;
Panama;Labour inspectorate records;Total;2011;22;;;;;
Panama;Labour inspectorate records;Male;2011;20;;;;;
Panama;Labour inspectorate records;Female;2011;2;;;;;
Panama;Labour inspectorate records;Total;2012;30;;;;;
Panama;Labour inspectorate records;Male;2012;29;;;;;
Panama;Labour inspectorate records;Female;2012;1;;;;;
Panama;Labour inspectorate records;Total;2013;42;;;;;
Panama;Labour inspectorate records;Male;2013;39;;;;;
Panama;Labour inspectorate records;Female;2013;3;;;;;
Panama;Labour inspectorate records;Total;2014;32;;;;;
Panama;Labour inspectorate records;Male;2014;31;;;;;
Panama;Labour inspectorate records;Female;2014;1;;;;;
Panama;Labour inspectorate records;Total;2016;15;1;14;;;
Panama;Labour inspectorate records;Male;2016;15;1;14;;;
Panama;Labour inspectorate records;Female;2016;0;0;0;;;
Panama;Labour inspectorate records;Total;2017;20;5;15;;;
Panama;Labour inspectorate records;Male;2017;19;5;14;;;
Panama;Labour inspectorate records;Female;2017;1;0;1;;;
Panama;Labour inspectorate records;Total;2018;14;3;11;;;
Panama;Labour inspectorate records;Male;2018;12;2;10;;;
Panama;Labour inspectorate records;Female;2018;2;1;1;;;
Peru;Other administrative records and related sources;Total;2011;4732;;;;;
Peru;Other administrative records and related sources;Male;2011;4290;;;;;
Peru;Other administrative records and related sources;Female;2011;442;;;;;
Peru;Other administrative records and related sources;Total;2012;15488;;;;;
Peru;Other administrative records and related sources;Male;2012;14402;;;;;
Peru;Other administrative records and related sources;Female;2012;1086;;;;;
Peru;Other administrative records and related sources;Total;2013;18956;;;;;
Peru;Other administrative records and related sources;Male;2013;17182;;;;;
Peru;Other administrative records and related sources;Female;2013;1774;;;;;
Peru;Other administrative records and related sources;Total;2014;14737;;;;;
Peru;Other administrative records and related sources;Male;2014;12847;;;;;
Peru;Other administrative records and related sources;Female;2014;1890;;;;;
Peru;Other administrative records and related sources;Total;2015;2318;;;;;
Peru;Other administrative records and related sources;Male;2015;2025;;;;;
Peru;Other administrative records and related sources;Female;2015;293;;;;;
Philippines;Establishment survey;Total;2011;20474;;;;;
Philippines;Establishment survey;Total;2013;20432;;;;;
Poland;Establishment survey;Total;2010;85827;;83603;2031;51;142
Poland;Establishment survey;Male;2010;59888;;57937;1819;41;91
Poland;Establishment survey;Female;2010;25939;;25666;212;10;51
Poland;Establishment survey;Total;2011;87743;;85456;2236;51;
Poland;Establishment survey;Male;2011;60657;;58545;2075;37;
Poland;Establishment survey;Female;2011;27086;;26911;161;14;
Poland;Establishment survey;Total;2012;86745;;84289;2386;70;
Poland;Establishment survey;Male;2012;58238;;55948;2238;52;
Poland;Establishment survey;Female;2012;28507;;28341;148;18;
Poland;Establishment survey;Total;2013;77339;;75179;2104;56;
Poland;Establishment survey;Male;2013;50976;;48978;1960;38;
Poland;Establishment survey;Female;2013;26363;;26201;144;18;
Poland;Establishment survey;Total;2014;76275;;74031;2160;84;
Poland;Establishment survey;Male;2014;50294;;48239;1996;59;
Poland;Establishment survey;Female;2014;25981;;25792;164;25;
Poland;Establishment survey;Total;2015;81882;;79614;2147;121;
Poland;Establishment survey;Male;2015;52253;;50152;2007;94;
Poland;Establishment survey;Female;2015;29629;;29462;140;27;
Portugal;Insurance records;Total;2010;130271;;123547;1024;5274;426
Portugal;Insurance records;Male;2010;102775;;97718;827;3886;344
Portugal;Insurance records;Female;2010;27496;;25829;197;1388;82
Portugal;Insurance records;Total;2011;125910;;119809;1011;4783;307
Portugal;Insurance records;Male;2011;97870;;93397;793;3472;208
Portugal;Insurance records;Female;2011;28040;;26412;218;1311;99
Portugal;Insurance records;Total;2012;113180;;108748;653;3641;138
Portugal;Insurance records;Male;2012;84769;;81497;496;2661;115
Portugal;Insurance records;Female;2012;28411;;27251;157;980;23
Portugal;Insurance records;Total;2013;123139;;118331;924;3344;540
Portugal;Insurance records;Male;2013;86556;;83286;669;2187;414
Portugal;Insurance records;Female;2013;36583;;35045;255;1157;126
Portugal;Insurance records;Total;2014;130155;;126043;664;2984;464
Portugal;Insurance records;Male;2014;93003;;89983;518;2152;350
Portugal;Insurance records;Female;2014;37152;;36060;146;832;114
Portugal;Insurance records;Total;2015;134378;;129509;729;3525;615
Portugal;Insurance records;Male;2015;94536;;91208;546;2355;427
Portugal;Insurance records;Female;2015;39842;;38301;183;1170;188
Puerto Rico;Establishment survey;Total;2015;21;;;;;
Qatar;Labour inspectorate records;Total;2013;55;;;;;
Qatar;Labour inspectorate records;Male;2013;55;;;;;
Qatar;Labour inspectorate records;Female;2013;0;;;;;
Qatar;Labour inspectorate records;Total;2014;83;;;;;
Qatar;Labour inspectorate records;Male;2014;83;;;;;
Qatar;Labour inspectorate records;Total;2015;38;;;;;
Qatar;Labour inspectorate records;Male;2015;38;;;;;
Qatar;Labour inspectorate records;Female;2015;0;;;;;
Romania;Labour inspectorate records;Total;2010;3723;;3711;4;6;2
Romania;Labour inspectorate records;Male;2010;2795;;2785;2;6;2
Romania;Labour inspectorate records;Female;2010;928;;926;2;0;
Romania;Labour inspectorate records;Total;2011;3221;;3209;6;4;2
Romania;Labour inspectorate records;Male;2011;2607;;2599;4;4;
Romania;Labour inspectorate records;Female;2011;614;;610;2;0;2
Romania;Labour inspectorate records;Total;2012;3283;;3275;4;2;2
Romania;Labour inspectorate records;Male;2012;2588;;2584;2;0;2
Romania;Labour inspectorate records;Female;2012;695;;691;2;2;
Romania;Labour inspectorate records;Total;2013;3453;;3443;6;2;2
Romania;Labour inspectorate records;Male;2013;2727;;2719;4;2;2
Romania;Labour inspectorate records;Female;2013;726;;724;2;0;
Romania;Labour inspectorate records;Total;2014;3396;;3386;4;4;2
Romania;Labour inspectorate records;Male;2014;2628;;2620;4;2;2
Romania;Labour inspectorate records;Female;2014;768;;766;0;2;
Romania;Labour inspectorate records;Total;2015;3912;;3900;4;4;4
Romania;Labour inspectorate records;Male;2015;3028;;3022;2;2;2
